geo;indicator;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
ltu;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.66;19.56;19.99;19.24;17.57;18.64;18.71;16.28;14.27;13.83;11.33;8.06;8.98;8.83;8.49;8.8;8.42;9.17;9.07;7.98;7.78
lux;agriculture_workers_percent_of_employment;9.29;8.93;8.36;7.86;7.2;6.73;6.68;6.36;6.26;5.81;5.5;5.1;4.93;4.75;4.6;4.35;4.12;3.89;3.6;3.41;3.27;;6.28;3.18;3.14;3.85;2.64;2.34;2.91;1.94;2.44;1.52;1.97;2.71;1.96;1.73;1.83;1.84;1.66;1.32;1.05;1.19;1.3;1.54;1.4;0.95;0.91;1.16
lva;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;17.26;21.52;19.03;17.49;14.93;15.46;16.23;14.24;13.3;12.05;11.45;10.17;7.95;8.75;8.61;8.89;8.37;8.05;7.5;7.94;7.69;6.86
mac;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;0.64;0.18;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;
mar;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;3.88;3.9;3.58;3.23;40.05;6.34;7.15;5.13;4.94;5.71;5.08;4.92;44.37;43.86;45.79;45.45;43.35;42.11;40.91;40.5;40.2;39.76;39.2;38.0;37.2;;;
mda;agriculture_workers_percent_of_employment;;;;;;;;;;;;39.92;39.72;39.16;38.19;37.36;36.7;35.68;34.49;34.77;33.8;41.79;40.0;43.13;45.51;;42.83;41.56;45.68;48.92;50.86;51.02;49.64;42.99;40.49;40.61;33.6;32.76;31.06;28.17;27.52;27.53;26.45;28.81;30.48;34.15;33.7;32.34
mdg;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77.99;;81.96;;;;;;;68.87;;;74.5;;
mdv;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;25.23;;;;;22.17;;;;;13.67;;;17.33;;;;;;;;;;;8.02;;9.03;
mex;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;22.65;25.77;;25.66;;23.37;21.82;23.32;19.24;20.14;17.34;17.4;17.23;16.05;15.69;14.78;14.12;13.67;13.6;13.68;13.8;13.57;13.6;13.54;13.66;13.32;13.01;13.01
mhl;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.85;;;;;;;;;;7.21;11.03;;;;;;;
mkd;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.92;22.04;16.84;19.5;20.12;18.25;0.0;0.0;0.0;18.74;17.31;18.74;18.46;17.87;16.63;16.24
mli;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.53;;66.01;;;;;;;;66.7;62.27;65.98;
mlt;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.04;2.34;2.34;2.46;2.26;2.1;2.03;1.82;1.79;1.46;1.34;1.17;1.06;1.32;1.34;1.62;1.35;1.02
mmr;agriculture_workers_percent_of_employment;;;;;;;;;67.49;67.24;67.11;66.84;66.75;66.27;66.15;66.06;65.86;65.31;65.07;65.18;69.73;;69.05;68.9;68.69;;;63.35;62.68;;;;;;;;;;;;;;;;;51.47;;50.58
mne;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.92;;8.63;;8.65;7.57;6.25;5.52;5.56;5.67;4.51;5.69;7.71;7.76;7.94
mng;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;39.48;44.7;46.14;46.53;48.95;49.74;49.48;48.64;48.35;44.95;46.69;40.17;39.88;38.76;41.58;40.59;40.01;33.53;33.03;35.02;29.82;27.98;28.45;30.36;28.78
mnp;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;2.0;2.01;;;;;2.39;;;;;1.28;;;;;1.46;;;;;;;;;;;;;;;;;
moz;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80.48;;;;;;;;;;;;72.06;;
msr;agriculture_workers_percent_of_employment;;;;;;15.2;14.52;13.97;12.82;11.38;10.41;10.08;9.89;9.49;10.1;9.9;9.89;9.6;;;;6.64;;;;;;;;;;;;;;;;;;;;;;;;;;
mtq;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;7.67;;;;;;;;;;;;;;;;;;;;;;;;;;;
mus;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;16.67;;14.3;;13.7;14.49;12.96;12.47;11.84;11.15;12.14;11.71;10.79;12.74;10.04;10.01;9.7;9.03;9.07;8.99;8.58;7.67;7.6;;;;;7.1
mys;agriculture_workers_percent_of_employment;;;;;;;;;;;37.2;35.75;31.16;30.62;30.45;30.38;30.63;30.86;30.59;28.67;25.99;25.34;21.79;21.11;;19.97;19.36;17.29;18.8;18.37;18.36;15.13;14.93;14.27;14.56;14.64;14.63;14.79;13.96;13.5;14.22;11.51;12.7;12.99;12.23;12.47;11.37;
nam;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;48.16;;;;;;38.3;;;31.09;;;;29.94;;;;16.32;;31.17;;27.36;31.19;29.3;;20.07;
ncl;agriculture_workers_percent_of_employment;;;;;;;29.05;;;;;;;;;;;;;;;;;;;;7.24;;;;4.82;;;;;3.07;2.91;2.89;2.74;;;;;;4.05;;;
ner;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77.51;;;;;;
nga;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;33.57;;;46.85;;;;;;;;;;;;;;;;;;44.58;58.31;57.55;56.4;54.6;54.46;;;;37.82;;;;
nic;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;39.34;38.05;38.86;39.01;40.12;40.48;41.01;41.94;42.25;42.44;43.48;43.43;;30.53;30.31;28.89;29.15;29.46;28.15;28.66;32.19;;31.67;;31.07;;;
niu;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;11.55;;;;;;;;;;;;;;9.05;4.81;;;;;;;;;;;;;;;
nld;agriculture_workers_percent_of_employment;7.22;6.99;6.94;6.8;6.68;5.66;5.6;5.85;5.38;5.69;4.91;5.31;4.97;4.99;4.96;4.89;4.83;4.67;;;;;3.73;3.98;3.9;3.71;3.56;3.49;3.32;3.04;3.08;2.95;2.66;2.94;3.15;3.18;3.14;2.86;2.6;2.54;2.78;2.48;2.46;1.92;2.11;2.14;2.08;2.05
nor;agriculture_workers_percent_of_employment;;;12.19;11.43;10.55;9.31;9.39;9.05;8.68;8.6;8.33;8.22;7.93;7.61;7.26;7.3;7.24;6.54;6.34;6.44;6.35;5.77;5.49;5.54;5.26;5.44;5.37;5.08;4.73;4.6;4.29;4.08;3.94;3.83;3.58;3.3;3.25;2.86;2.57;2.7;2.55;2.37;2.22;2.2;2.24;2.01;2.08;2.06
npl;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;81.23;;;;;;;;76.12;;;;;;;;;71.26;;;;;;;;;
nzl;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;10.74;10.83;10.55;10.36;9.66;;8.62;8.51;9.4;8.67;9.1;8.81;8.18;7.56;7.15;7.17;7.13;6.95;6.61;6.84;6.91;6.8;6.4;6.19;6.08;6.51;6.22
omn;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;9.28;;;7.28;;;;6.37;;;;;;;;8.55;;5.15;;;;;;;
pak;agriculture_workers_percent_of_employment;;;;57.32;54.8;54.8;54.8;54.8;54.8;52.65;52.65;52.65;52.65;52.73;52.73;50.56;54.01;49.24;51.15;51.15;51.15;47.45;48.27;47.54;50.03;46.79;46.79;44.15;47.25;47.25;48.42;48.42;42.09;42.09;43.05;43.05;43.37;43.61;44.65;43.31;43.39;43.49;;42.24;42.23;41.01;42.27;
pan;agriculture_workers_percent_of_employment;36.43;34.4;33.57;;30.78;31.94;31.53;31.39;28.88;29.39;;;28.07;28.7;28.51;29.46;28.66;25.98;29.81;29.08;;27.28;24.98;23.08;19.89;20.8;20.15;18.65;17.76;17.44;16.97;18.06;17.35;17.48;16.01;15.68;15.95;14.74;17.9;18.04;17.42;16.55;16.71;16.36;15.7;14.67;15.36;14.49
per;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;0.95;0.79;;1.44;1.25;0.86;0.81;0.67;0.43;;5.98;7.64;5.3;5.83;6.76;8.76;34.21;35.98;34.24;34.82;33.08;29.43;28.92;28.52;27.73;28.28;27.44;27.41;28.03;28.26;28.37;27.69
phl;agriculture_workers_percent_of_employment;;50.39;54.55;56.01;55.58;53.97;53.8;51.02;52.21;;51.85;51.49;52.09;52.02;50.11;49.61;49.78;47.8;46.15;45.09;45.2;45.27;45.44;45.8;44.7;44.06;41.73;40.38;38.62;38.84;37.09;32.97;37.0;32.12;31.24;31.28;30.93;30.36;30.67;29.74;28.68;28.53;32.16;31.05;30.42;;27.03;25.44
plw;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;9.33;;;;;7.12;;;;;;;2.54;2.37;;;;;;;;;
png;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72.34;;;;;;;;;;19.19;;;;;;;
pol;agriculture_workers_percent_of_employment;;;;;;;;;;;;29.12;29.51;29.13;28.17;27.89;27.44;27.2;26.65;25.26;25.2;25.42;24.97;;23.97;22.62;22.11;20.53;;;18.67;19.2;19.63;18.2;17.6;17.37;15.79;14.74;13.96;13.28;13.05;12.9;12.57;11.99;11.47;11.5;10.54;10.18
pri;agriculture_workers_percent_of_employment;9.51;8.22;7.11;6.57;6.87;6.66;6.38;5.57;4.93;4.97;5.39;4.99;4.94;5.34;5.05;5.28;4.68;3.64;3.73;3.89;3.6;3.58;3.44;3.39;3.51;2.89;2.7;2.82;2.46;2.19;1.89;2.03;1.97;2.0;2.12;2.08;1.44;1.13;1.49;1.51;1.56;1.58;;;;;;
prt;agriculture_workers_percent_of_employment;;;;;34.83;33.88;33.66;32.48;30.72;30.18;27.32;26.07;25.27;23.53;23.76;23.79;;;;;;;11.47;11.56;11.76;11.48;12.2;13.28;13.93;12.79;12.68;13.17;12.63;12.97;12.3;12.05;11.91;11.84;11.44;11.45;11.2;10.21;10.81;10.23;8.65;7.53;6.91;6.4
pry;agriculture_workers_percent_of_employment;;;;;;;;;;;;;1.05;3.88;3.25;2.74;3.03;2.81;2.58;1.94;2.13;1.18;1.86;1.61;3.85;40.06;5.22;27.84;28.72;30.42;31.85;31.85;33.76;31.32;32.75;32.02;30.3;28.66;25.29;27.91;25.6;25.48;26.14;22.81;22.07;19.7;21.31;20.12
pse;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;12.43;14.32;13.09;12.08;12.64;14.06;12.24;15.39;16.24;16.36;15.03;16.74;16.06;14.13;8.59;11.8;11.87;11.46;10.52;10.38;8.65;7.35;6.68
pyf;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;2.46;2.69;3.3;3.76;3.88;4.4;4.28;3.78;3.49;3.44;3.54;3.65;3.64;3.39;2.61;2.73;2.79;;;;;;
qat;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.69;;;;2.28;;;2.75;;2.97;2.35;1.57;1.57;;1.36;1.35;1.38;;1.23;1.22;
reu;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.34;;;;;
rou;agriculture_workers_percent_of_employment;49.3;46.51;44.16;42.2;40.08;38.07;35.89;34.67;32.8;31.04;29.83;29.29;28.98;29.25;29.22;28.9;28.69;28.54;28.38;27.92;29.09;29.78;32.98;35.99;39.04;40.33;37.96;40.87;41.98;44.01;45.2;44.43;37.71;37.68;32.57;32.29;30.6;29.53;28.7;29.09;31.01;29.25;29.71;29.25;28.35;25.59;23.1;22.78
rus;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;13.87;14.2;15.37;15.51;16.1;15.72;15.27;12.16;11.69;15.01;14.49;12.04;11.34;10.8;10.0;10.14;9.88;8.86;8.53;8.43;7.75;7.69;7.33;6.99;6.72;6.71;6.72;5.9
rwa;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;90.1;;;;;;;;;;;;;87.13;;;78.8;;;;;;;75.33;;68.45;;;41.76
sau;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;7.66;;;;;;;6.26;6.12;6.02;4.66;;;;3.98;4.29;4.29;4.06;;;4.66;4.45;5.26;6.1;4.97;
sdn;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.6;;;;;;
sen;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.63;;;;;33.73;;;;;46.1;;;;33.19;;
sgp;agriculture_workers_percent_of_employment;3.45;;;2.67;2.63;2.09;2.26;2.19;1.84;1.48;1.32;1.14;1.01;1.01;0.75;0.7;0.83;0.87;0.44;0.45;0.38;0.28;0.32;0.24;0.3;0.24;0.19;1.01;0.85;0.91;;0.89;0.85;0.86;0.84;1.08;;;;;;;;;;;;
shn;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.16;;;;;;;;;;7.28;;;;;;;;;
sle;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67.25;68.46;;;;;;;;;;56.95;;;
slv;agriculture_workers_percent_of_employment;;;;;;48.02;;;41.21;42.69;37.47;;;;;34.12;1.56;;8.07;10.23;7.45;10.39;35.83;;27.99;26.99;28.13;26.35;25.05;22.12;21.6;21.79;19.66;18.23;19.12;19.99;18.86;18.02;18.69;20.9;20.78;21.59;20.97;19.59;18.76;18.11;18.68;18.57
smr;agriculture_workers_percent_of_employment;;;;;8.87;8.08;7.72;4.71;4.61;5.64;5.48;5.37;5.25;5.1;4.88;3.47;3.2;3.04;2.92;2.67;2.5;2.31;2.17;2.06;;1.52;1.48;1.45;1.37;1.33;;0.46;0.44;0.41;0.4;0.46;0.45;0.38;0.35;0.35;0.32;;;;;0.33;0.34;
spm;agriculture_workers_percent_of_employment;;;;;5.85;;;;;;;;;;;;4.97;;;2.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;
srb;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.02;23.32;20.54;20.81;25.02;23.83;22.32;21.22;20.96;21.29;19.86;19.46;18.61;17.22
stp;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;39.9;;;;;;;;;;;;29.21;29.31;27.91;26.17;;;;;;;;;;;
sur;agriculture_workers_percent_of_employment;;;;23.95;22.52;21.31;20.02;18.34;17.44;17.87;;;16.55;;;;9.21;;;;3.69;;4.23;4.46;6.11;6.94;5.86;5.2;5.58;6.12;;;;;8.04;;;;;;;;;3.23;;2.35;;
svk;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;10.16;9.19;8.9;9.17;8.14;7.25;6.93;6.26;6.59;6.0;5.08;4.74;4.38;4.21;3.96;3.59;3.23;3.08;3.24;3.31;3.5;3.18;2.89;2.71
svn;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;10.65;11.52;10.43;10.22;12.11;12.02;10.81;9.54;9.83;9.6;8.38;9.67;9.07;9.54;9.78;8.55;9.07;8.78;8.56;8.35;8.46;9.57;6.99;4.98;5.53
swe;agriculture_workers_percent_of_employment;8.07;7.69;7.35;7.04;6.71;6.47;6.21;6.05;6.08;5.79;5.6;5.61;5.59;5.45;5.12;4.84;4.0;4.01;3.91;3.62;3.31;3.22;3.22;3.45;3.44;3.5;3.26;3.24;3.05;3.0;2.9;2.64;2.52;2.54;2.48;2.31;2.22;2.24;2.11;2.17;2.1;1.98;2.05;2.02;1.96;2.02;1.87;1.82
swz;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.9;
syc;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.61;0.85;1.03;3.6;4.08;3.64;3.65
syr;agriculture_workers_percent_of_employment;49.76;58.58;55.55;52.74;52.94;51.13;32.81;39.07;34.69;32.83;;;;30.64;25.45;;;;;26.46;;28.21;;31.09;23.39;28.38;;17.78;;27.84;32.89;29.79;30.32;26.98;;;19.58;19.14;14.53;15.17;15.16;13.23;;;;;;
tca;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.33;1.66;1.49;1.58;1.42;1.81;1.21;1.21;;;;;;;;;
tcd;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;83.0;;;;;;;;;;;;;;;;;;;;;;;;
tgo;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.13;;;;;;
tha;agriculture_workers_percent_of_employment;;76.72;69.42;69.66;59.35;66.61;70.11;67.93;68.94;64.93;70.78;64.22;61.52;63.12;64.36;;66.75;64.36;66.45;66.64;63.96;60.31;60.85;56.75;55.96;51.97;50.03;50.33;51.25;48.5;48.77;46.02;46.11;44.88;39.26;38.63;39.71;39.47;39.71;38.97;38.24;40.98;42.1;39.6;33.44;32.28;31.16;
tjk;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55.49;;;;;52.92;;;;;;;;
tls;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.56;;;40.52;;;;
ton;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;43.24;;;;;;;;;;;;;;;;;;;31.83;;;;;;;;;;;;;;
tto;agriculture_workers_percent_of_employment;24.53;22.34;;16.38;16.35;14.44;;13.21;12.25;10.8;10.21;9.8;8.71;8.56;9.34;10.79;11.14;11.66;12.97;13.84;12.32;11.72;11.53;11.32;12.37;10.64;9.59;9.5;8.14;8.11;7.22;7.84;6.87;5.88;4.62;4.32;4.4;3.81;3.83;3.9;;3.71;3.73;3.51;3.59;3.41;3.24;
tun;agriculture_workers_percent_of_employment;;;;;;37.24;36.87;36.01;35.04;34.07;33.36;32.46;31.62;;;;;;;25.76;;;;;;;;;;;;;;;;18.34;19.06;18.33;17.68;18.1;17.57;16.24;17.02;15.31;14.84;15.04;;
tur;agriculture_workers_percent_of_employment;;;;;;;;;;;;;4.28;4.79;4.35;44.99;;;47.36;48.22;46.91;47.81;44.67;42.16;43.55;43.4;42.85;40.76;40.54;41.43;36.35;;;;;;24.06;23.48;0.0;22.95;23.7;24.16;23.56;22.92;21.09;20.41;19.5;19.38
twn;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.51;7.51;7.27;6.56;5.93;5.48;5.27;5.15;5.28;5.24;5.06;5.02;4.95;4.96;4.96;4.94;4.9
tza;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82.29;;;;;65.78;;;;;;;;68.05;;;
uga;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68.7;;71.6;;;;73.79;;;66.14;71.68;;;;
ukr;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;20.35;19.71;19.14;19.77;19.33;20.8;20.66;20.96;22.49;21.93;22.07;22.64;22.73;23.4;20.85;20.63;20.36;19.7;19.37;17.6;16.67;15.84;19.99;20.18;20.26;19.76;20.01;14.77;15.26;15.6;
ury;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;4.52;3.91;4.28;4.78;;;3.91;3.86;4.06;4.22;4.21;4.54;4.89;4.56;10.72;10.67;10.58;10.95;11.57;9.79;8.61;9.29;9.14;8.82;8.22;8.75
usa;agriculture_workers_percent_of_employment;4.4;4.28;4.24;4.08;4.05;3.97;3.75;3.57;3.53;3.39;3.39;3.35;3.42;3.36;3.16;2.97;2.89;2.85;2.76;2.73;2.71;2.78;2.74;2.59;2.77;2.75;2.72;2.62;2.57;2.46;1.62;1.51;1.54;1.5;1.46;1.41;1.38;1.29;1.34;1.35;1.42;1.45;1.39;1.31;1.35;1.43;1.45;1.43
uzb;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;41.24;40.94;40.37;39.4;38.5;;;;;;;;;;;;;;;;;;
vct;agriculture_workers_percent_of_employment;;;;;;;;;;;32.83;;;;;;;;;;;24.78;;;;;;;;;;15.36;;;;;;;;;;;;;;;;
ven;agriculture_workers_percent_of_employment;;;;;;19.93;18.81;17.56;16.02;15.4;15.01;14.57;14.46;14.83;16.08;16.18;15.51;14.3;;13.45;13.43;12.63;11.77;11.26;13.79;13.5;13.51;10.79;9.96;10.18;10.6;9.64;9.94;10.73;10.35;9.68;9.14;8.72;8.48;8.76;8.71;7.91;7.66;7.43;;;;
vgb;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.46;0.46;;;;;;;
vnm;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;69.98;65.28;64.76;64.98;65.26;63.99;62.04;59.67;57.89;;51.67;49.27;;47.54;48.43;48.31;47.35;46.8;46.3;44.02;41.86;40.16
vut;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60.55;;;;;;;;
wsm;agriculture_workers_percent_of_employment;;;;;;;0.05;;;;;;;;;;;;;;;;;;;;;;;;;39.89;;;;;35.42;;;;;36.96;5.36;;5.36;;;
yem;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;52.62;;;53.59;;;;56.33;54.09;;;;;31.03;;;;;;24.06;;;;29.22;;;
zaf;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.64;10.54;12.57;10.61;9.13;7.52;8.5;8.8;5.65;5.07;4.85;4.6;4.84;4.98;4.65;5.61;5.57;5.22
zmb;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;49.83;;;;;;;;69.97;;71.61;;;;;72.22;;;71.29;;;;55.81;;;;;
zwe;agriculture_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60.03;;;;;64.76;;;;;;;65.86;;;67.23;;;
