geo;indicator;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
nor;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;1.58;1.42;0.85;0.67;0.75;0.6;0.76;0.46;0.41;0.31;0.28;0.26;0.27;0.28;0.33;0.25;0.27;0.2;0.26;0.17;0.16;0.15;0.19;0.18;0.15;0.2;0.17;0.08
npl;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.16;;;;;;;;;
nzl;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;0.58;0.4;0.35;0.49;0.71;0.8;0.69;0.69;0.64;0.68;0.71;0.57;0.49;0.62;0.5;0.58;0.56;0.48;0.34;0.39;0.61;0.75;0.7;0.81;0.78;0.67;0.72;0.87;0.74;0.74;0.79;0.63
omn;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.92;;;;;;;;0.01;
pak;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;17.22;17.22;15.07;15.74;15.74;16.73;16.73;16.36;16.36;18.33;18.33;16.18;16.17;16.98;17.83;16.39;15.19;;14.42;13.58;12.92;14.98;
pan;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;6.46;4.66;5.48;5.69;5.82;7.21;8.3;7.68;;;5.54;4.9;4.1;4.54;4.47;3.8;3.21;2.86;2.97;3.44;2.94;3.08;2.78;2.77;2.84;2.33;2.5;3.69;2.99;2.76;3.3;3.13;3.25;3.19;3.32;3.35
per;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;2.81;2.11;2.13;3.19;3.66;2.84;5.07;4.76;4.5;4.0;4.92;4.69;10.69;11.6;11.64;10.68;10.42;8.95;8.95;9.05;8.88;9.2;8.2;8.05;8.4;7.53;7.21;7.05
phl;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.89;10.18;9.41;10.62;10.13;9.76;8.61;9.12;9.53;9.46;9.35;9.12;8.75;8.62;8.26;7.75;7.99;;5.87;4.33
plw;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.16;;;;;;;;;;;;;;;;;
pol;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;5.53;5.46;4.82;4.58;4.73;4.14;3.42;2.98;3.38;4.17;4.48;3.92;3.89;3.82;3.16;2.79;2.7;2.5;2.5;2.51;2.37;2.17;1.98;1.94;1.68;1.67
pri;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;0.33;0.17;0.17;0.49;0.31;0.15;0.15;0.15;;0.15;0.15;0.15;0.15;0.14;0.14;;;;;;;;;;;;
prt;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;3.29;3.09;3.06;2.73;2.03;2.16;1.2;1.27;1.54;1.47;1.27;1.11;1.64;1.38;1.35;1.13;1.0;1.04;0.82;0.93;0.73;0.71;0.68;0.63;0.72;0.45;0.57;0.59;0.47;0.44;0.61;0.44
pry;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;0.36;0.18;0.86;1.54;2.2;;3.27;9.09;12.17;13.55;;13.35;13.72;10.85;10.89;10.16;10.92;8.63;7.99;9.25;8.08;7.22;6.68;6.46;5.63;5.51;6.04;5.22
pse;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;6.81;9.4;6.8;5.0;4.5;5.08;5.86;6.49;6.96;6.45;6.05;6.72;6.84;6.23;5.42;4.76;5.4;5.54;4.81;4.45;4.74;4.06;3.57
pyf;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;2.55;;;;;;2.11;;;;;0.37;;;;;;;;;;
qat;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02;;;;;;;;;;;;;;;;0.06;;0.0;0.0;
rou;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;3.47;6.36;7.24;7.52;6.79;8.12;9.49;10.36;10.96;11.41;10.95;8.21;8.36;7.71;7.8;7.48;6.48;5.97;6.14;6.54;6.56;6.45;6.28;6.31;5.5;4.83;4.67
rus;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;0.12;0.12;0.13;0.14;0.18;0.08;0.1;0.2;0.15;0.06;0.09;0.12;0.1;0.12;0.1;0.12;0.15;0.35;0.48;0.3;0.43;0.38;0.38;0.36;0.4;0.37
rwa;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;32.71;;;;;;9.83;;;;;;;;;;5.86;;13.91;;;1.52
sau;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;0.35;;;;;;;;;;;;;;;;;;;;;;0.03;0.03;;
sen;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;25.26;;;;;;;;;;23.53;;;;;;;;;;18.16;;;;20.78;;
sgp;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;0.85;1.16;0.74;0.46;;0.42;0.33;0.26;0.39;0.76;0.5;0.34;0.43;0.48;0.18;0.35;0.35;0.34;0.34;;0.36;0.44;0.33;0.33;0.35;0.41;0.36;0.31;0.3;0.28;0.33;0.28
sle;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.83;;;;;;;;;;6.64;;;
slv;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;7.39;7.92;8.92;10.17;8.74;10.52;8.25;8.26;10.95;9.52;8.45;7.66;9.53;8.76;9.03;6.19;7.14;6.54;7.03;7.56;7.08;6.94;6.13;5.81;6.16
smr;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;0.19;0.15;0.12;0.08;0.09;;;;;;;;;;;;;;;;;;
srb;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.36;4.12;3.57;3.07;4.07;4.49;4.29;4.47;4.2;3.81;4.4;4.41;4.22;2.97
stp;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;0.82;;;;;;;;;;;;3.9;3.9;3.9;0.62;;;;;;;;;;;
sur;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;0.26;1.6;0.97;0.93;;;;;;;;;;;;;;;1.07;0.64;1.08;;
svk;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;0.08;0.13;;;0.13;0.04;0.04;0.06;0.09;0.07;0.08;0.04;0.05;0.05;0.02;0.07;0.05;0.05
svn;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;2.0;3.52;2.96;3.12;4.94;5.23;4.44;3.35;3.81;3.24;3.01;4.24;3.42;3.01;3.21;3.23;4.25;3.81;3.35;3.1;3.75;4.07;2.88;1.77;2.22
swe;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;0.22;0.22;0.17;0.17;0.22;0.28;0.39;0.45;0.44;0.49;0.49;0.45;0.37;0.66;0.41;0.49;0.45;0.48;0.35;0.32;0.29;0.23;0.19;0.27;0.21;0.21;0.22;0.21;0.24;0.24;0.25
swz;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.79;;;;;;;;;;;;;;;;;;;2.44;
syc;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.18;;;0.28;;0.14;
syr;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.8;;;;;7.24;7.39;4.6;3.2;2.72;2.45;;;;;;
tcd;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;13.2;;;;;;;;;;;;;;;;;;;;;;;;
tha;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;26.71;29.0;28.85;26.98;24.84;25.47;21.45;21.61;18.5;16.3;18.09;18.41;16.47;16.42;15.58;15.92;15.96;14.66;13.54;13.88;14.05;14.68;13.57;14.18;16.26;17.0;12.04;11.78;11.5;11.37;
tjk;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.54;;;;;;0.55;;;;;;;;
tls;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.25;;;14.74;;;;
ton;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.97;;;;;;;;;;;;;;
tto;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;3.11;3.26;2.75;2.53;2.0;2.2;2.02;2.05;1.73;1.13;1.12;0.69;0.84;0.57;0.43;0.46;0.33;0.32;0.29;;;;0.29;0.17;0.25;0.16;0.1;0.21;0.13;0.17;
tun;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;5.73;;;;;0.96;;;;;;;;;;;4.05;4.38;3.75;3.42;3.64;3.88;3.14;3.49;2.93;;;;
tur;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.78;;;;;;5.41;5.02;4.84;5.36;5.08;4.84;4.61;4.55;4.87;4.53;4.57;4.51
tuv;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.15;;;;;;;;;;;;;;;
twn;male_family_workers_percent_of_male_employment;;;;;;;;;6.93;5.99;5.35;5.26;5.3;5.31;5.04;4.96;5.02;4.49;4.1;4.02;3.85;4.02;3.94;3.69;3.79;3.74;3.5;3.33;3.19;3.24;3.14;3.04;3.08;3.07;3.01;2.83;2.67;2.51;2.58;2.55;2.47;2.56;2.58;2.68;2.72;2.78;2.81;2.78
tza;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2;;;;;9.51;;;;;31.76;;25.62;21.06;;;
uga;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.86;10.28;;;;;;3.01;;;13.32;22.8;;;;
ukr;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;0.16;0.09;0.23;0.15;0.68;0.76;0.86;1.46;1.11;0.55;0.54;0.49;0.44;0.35;0.52;0.5;0.4;0.38;0.42;0.28;0.23;0.26;
ury;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.75;0.75;0.83;0.6;0.87;0.88;0.67;0.63;0.95;0.84;0.87;0.83;0.7;0.67;0.69;0.61;0.58;0.49;0.44;0.57
usa;male_family_workers_percent_of_male_employment;;;;;;;0.31;0.3;0.24;0.24;0.27;0.24;0.26;0.24;0.2;0.16;0.15;0.16;0.14;0.13;0.13;0.12;0.13;0.14;0.09;0.07;0.1;0.09;0.07;0.06;0.07;0.06;0.06;0.06;0.06;0.06;0.04;0.05;0.06;0.05;0.07;0.05;0.07;0.06;0.04;0.05;0.04;0.04
vct;male_family_workers_percent_of_male_employment;;;;;;;;;;;1.27;;;;;;;;;;;2.05;;;;;;;;;;;;;;;;;0.55;;;;;;;;;
ven;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;1.65;1.15;1.41;0.74;1.29;1.93;1.39;1.77;1.87;1.98;1.38;1.07;0.85;0.59;0.76;0.48;0.4;0.58;0.53;0.45;;;;
vgb;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;0.26;;;;;;;;;;;;;;;;;;;;;;;;;;
vnm;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;29.5;22.85;22.22;22.48;21.2;21.86;23.59;21.92;18.85;;;11.75;;11.77;13.0;12.5;12.12;12.03;16.53;11.43;10.41;10.16
vut;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.49;;;;;;;;
wsm;male_family_workers_percent_of_male_employment;;;;;;;100.0;;;;;;;;;;;;;;;;;;;;;;;;;51.25;;;;;28.3;;45.24;;;;0.78;;0.78;;;
yem;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;;;;;;;;;;;;;;;9.35;;;
zaf;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.44;0.64;0.36;0.32;0.41;0.4;0.56;0.47;0.38;0.37;0.35;0.37;0.3;0.36
zmb;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;27.75;17.0;;;;;12.89;;15.66;;25.37;;;;;;;;;;;;17.07;;;;;
zwe;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;16.4;;;13.27;;13.69;;;;;;;;;;;;0.63;7.53;;;;;
