geo;indicator;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
nzl;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;1.01;0.67;0.64;0.75;1.22;1.3;1.21;1.11;1.08;1.07;1.21;0.92;0.9;0.93;0.85;0.87;0.79;0.69;0.57;0.62;0.92;1.11;0.96;1.07;1.07;1.03;1.04;1.16;1.04;0.91;0.9;0.78
omn;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.52;;;;;;;;0.01;
pak;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;22.62;22.62;20.33;22.37;22.37;21.4;21.41;20.82;20.82;24.16;24.16;23.88;24.69;26.06;27.15;26.59;25.35;;24.17;22.6;22.02;24.23;
pan;family_workers_percent_of_employment;;;;;;;;;;;;;5.45;4.29;4.47;4.85;4.77;6.15;7.29;6.34;;5.23;4.51;4.13;3.3;4.03;3.94;3.48;3.09;2.6;2.57;3.39;3.03;3.39;3.08;3.77;3.62;2.94;3.23;5.1;4.42;3.76;4.81;4.94;4.54;4.35;4.9;4.65
per;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;5.34;3.59;4.07;5.49;5.46;5.03;7.13;7.92;7.64;6.98;7.4;7.73;19.18;20.55;20.46;19.72;19.08;16.98;16.44;16.56;16.44;16.44;15.51;15.26;15.36;14.76;14.56;13.96
phl;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.05;13.61;12.18;13.48;13.34;12.74;11.56;12.44;12.68;12.53;12.52;12.34;11.84;11.88;11.35;10.64;11.05;;8.39;6.34
plw;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.21;;;;;;;;;;;;;;;;;
pol;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;6.57;6.79;6.01;6.0;6.15;5.41;4.69;3.98;4.85;5.48;5.7;5.32;5.37;5.25;4.54;4.22;4.12;3.96;3.88;3.72;3.52;3.3;3.09;2.96;2.64;2.61
pri;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;1.02;0.91;0.9;0.97;0.93;0.81;0.79;0.62;0.53;0.52;0.44;0.6;0.5;0.49;0.48;;0.16;;;;;;;;;;
prt;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;4.79;4.47;4.05;3.56;2.86;3.76;1.71;1.79;2.07;1.97;1.6;1.48;2.25;2.0;2.25;2.27;1.83;1.55;1.44;1.45;1.21;1.06;0.91;0.86;0.94;0.61;0.66;0.67;0.53;0.51;0.63;0.46
pry;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;0.26;0.27;0.92;2.1;3.08;;4.91;8.74;11.39;11.91;;12.18;12.24;10.03;10.24;9.47;10.32;8.17;8.39;8.8;7.89;7.39;6.54;6.73;5.6;7.98;7.54;7.46
pse;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;9.68;12.13;9.87;7.98;7.89;9.56;9.16;10.26;11.49;11.2;10.27;11.38;12.31;10.24;8.02;7.26;8.45;8.81;7.48;6.99;6.81;5.44;4.53
pyf;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;2.93;;;;;;2.47;;;;;0.38;;;;;;;;;;
qat;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;0.05;;0.0;0.0;
rou;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;4.48;13.67;14.46;15.22;14.58;16.03;18.06;18.88;20.34;20.72;20.38;15.34;16.05;14.33;13.9;13.15;12.57;11.8;12.0;12.57;12.31;12.17;11.77;11.55;9.57;8.48;8.17
rus;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;0.1;0.12;0.12;0.15;0.15;0.08;0.09;0.17;0.13;0.06;0.08;0.11;0.09;0.11;0.08;0.11;0.13;0.33;0.42;0.29;0.4;0.37;0.39;0.36;0.4;0.37
rwa;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;31.23;;;;;;14.95;;;;;;;;;;9.26;;29.84;;;4.25
sau;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;0.35;;;;;;;;;;;;;;;;;;;;;;0.03;0.03;;
sen;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;28.5;;;;;;;;;;24.01;;;;;;;;;;23.29;;;;23.92;;
sgp;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;1.87;2.22;1.75;1.38;;1.08;0.95;0.9;1.09;1.17;1.2;1.06;1.11;1.15;0.36;1.02;0.86;0.82;0.78;;0.67;0.79;0.65;0.62;0.55;0.74;0.63;0.53;0.54;0.38;0.51;0.47
sle;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.15;;;;;;;;;;6.52;;;
slv;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;7.88;7.99;8.69;9.87;8.08;10.55;8.38;7.9;10.83;9.13;8.69;7.68;9.84;9.25;9.43;6.73;7.15;6.98;7.47;7.74;7.67;7.37;6.88;7.1;6.99
smr;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;0.34;0.3;0.21;0.17;0.17;;;;;;;;;;;;;;;;;;
srb;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.23;8.04;6.87;6.78;9.01;8.85;8.09;7.95;7.55;7.69;8.28;8.11;8.01;5.78
stp;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;0.78;;;;;;;;;;;;5.87;5.84;6.26;0.51;;;;;;;;;;;
sur;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;1.38;0.74;0.94;1.93;1.92;1.16;;;;;;;;;;;;;;;1.43;1.01;1.53;;
svk;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05;0.15;0.13;0.16;0.1;0.12;0.18;0.07;0.05;0.09;0.13;0.14;0.13;0.07;0.07;0.07;0.08;0.15;0.11;0.07
svn;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;3.2;5.41;4.65;4.28;6.75;6.68;5.82;4.85;5.23;4.56;4.23;5.46;4.98;4.88;4.78;4.22;5.47;4.9;4.26;4.04;4.79;5.86;4.04;2.37;2.8
swe;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;0.44;0.39;0.34;0.33;0.34;0.38;0.48;0.51;0.53;0.55;0.51;0.51;0.52;0.47;0.45;0.47;0.41;0.44;0.33;0.27;0.28;0.25;0.21;0.25;0.21;0.23;0.22;0.22;0.25;0.26;0.25
swz;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.1;;;;;;;;;;;;;;;;;;;2.63;
syc;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;0.22;0.17;0.2;0.11
syr;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.47;;;;;8.74;8.9;6.3;4.23;3.8;3.16;;;;;;
tcd;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;28.29;;;;;;;;;;;;;;;;;;;;;;;;
tha;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;39.57;42.57;42.72;40.57;37.84;38.37;34.31;33.99;31.23;28.94;30.33;29.77;27.12;26.93;24.69;25.57;24.6;22.16;21.56;21.52;21.36;22.25;20.39;20.95;23.56;23.98;16.91;17.93;17.06;16.57;
tjk;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.35;;;;;;0.43;;;;;;;;
tls;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.88;;;17.84;;;;
ton;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.55;;;;;;;;;;;;;;
tto;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;4.97;5.03;4.76;3.82;3.44;3.6;3.76;3.73;3.24;2.27;2.24;1.9;1.8;1.43;1.07;1.01;0.95;0.89;0.87;;;;0.71;0.67;0.73;0.5;0.46;0.4;0.31;0.43;
tun;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;8.85;;;;;0.93;;;;;7.84;7.4;7.87;7.11;8.72;3.56;6.32;6.91;5.45;4.41;4.59;5.84;4.29;4.34;3.77;;;;
tur;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.63;22.6;20.76;19.44;15.51;14.14;13.14;12.68;12.67;13.49;13.63;13.69;13.16;12.6;12.15;11.66;11.23;11.12
tuv;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.15;;;;;;;;;;;;;;;
twn;family_workers_percent_of_employment;;;;;;;;;12.44;11.15;10.71;10.42;10.51;11.07;10.77;10.81;10.86;9.9;9.52;9.19;8.99;9.12;8.9;8.5;8.57;8.49;8.37;7.97;7.71;7.74;7.48;7.25;7.36;7.26;7.01;6.7;6.4;6.22;5.95;5.72;5.58;5.39;5.24;5.17;5.17;5.13;5.11;5.09
tza;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8;;;;;11.31;;;;;37.45;;31.89;35.5;;;
uga;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.54;26.07;;29.2;;;;3.87;;;16.32;26.55;;;;
ukr;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;0.17;0.13;0.28;0.2;0.97;1.11;1.29;1.87;1.57;0.56;0.5;0.42;0.38;0.35;0.41;0.43;0.39;0.34;0.34;0.29;0.25;0.25;
ury;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.51;1.51;1.46;1.38;1.09;1.36;1.56;1.31;2.02;1.77;1.57;1.72;1.28;1.29;1.23;1.13;0.95;0.87;0.84;0.77
usa;family_workers_percent_of_employment;1.27;1.26;1.2;1.13;1.01;1.01;0.91;0.91;0.83;0.78;0.71;0.65;0.67;0.61;0.52;0.44;0.39;0.37;0.36;0.35;0.3;0.29;0.29;0.27;0.15;0.12;0.14;0.13;0.11;0.1;0.1;0.1;0.09;0.09;0.08;0.09;0.07;0.09;0.08;0.06;0.08;0.08;0.08;0.07;0.06;0.07;0.06;0.05
vct;family_workers_percent_of_employment;;;;;;;;;;;1.17;;;;;;;;;;;2.29;;;;;;;;;;0.87;;;;;;;0.54;;;;;;;;;
ven;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;1.52;1.23;1.34;0.81;1.4;2.11;1.71;2.34;2.61;2.72;1.96;1.6;1.22;0.98;1.18;0.77;0.59;0.88;0.77;0.64;;;;
vgb;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;0.33;;;;;;;;;;;;;;;;;;;;;;;;;;
vnm;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;45.8;39.51;37.79;38.34;37.04;37.2;37.9;35.87;32.71;;;12.82;;16.85;19.39;18.46;17.45;17.17;21.41;17.17;16.05;15.59
vut;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.8;;;;;;;;
wsm;family_workers_percent_of_employment;;;;;;;100.0;;;;;;;;;;;;;;;;;;;;;;;;;46.55;;;;;29.02;;36.08;;;;1.53;;1.53;;;
yem;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;;;;;;;;;;;;;;;11.39;;;
zaf;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.77;0.73;1.08;0.62;0.44;0.86;0.86;0.85;0.76;0.66;0.64;0.56;0.56;0.49;0.52
zmb;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;37.43;29.59;;;;;27.0;;26.73;;41.6;;;19.64;;38.0;;;35.34;;23.57;;34.83;;;;;
zwe;family_workers_percent_of_employment;;;;;;;;;;;;;;;;;;;;;;;;;18.41;;;14.6;;14.87;;;;;;;;;;;;0.9;9.27;;;;;
