ltu;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.13
lux;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.84
lva;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.16
mar;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0;;;;;;;;;;;19.6;;;;;;;;21.6;;;22.2;;;;;23.5;;;;;;;25.0;;;;;;;;;26.9;;26.44
mda;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.87
mdg;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.85
mdv;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.82
mex;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.73
mkd;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.88
mli;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0;;;;;;;;;;;;;;;;;;;;;;;;;;18.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.49
mlt;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.01;;;;;;;;;;;;;;;;;;22.17;;;;;;;;;;;;;;;;;;;;
mmr;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.54
mne;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.94
mng;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.66
moz;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.74
mrt;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.78
mtq;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.27
mus;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.55
mwi;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.94
mys;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.3;;;;;;;;;;;;;;;19.4;;;;;;;;;;;;;;;22.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.12
nam;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.53
ncl;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.37
ner;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.6
nga;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.91
nic;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.45
nld;age_at_1st_marriage_women;;;;;;;;;;26.5;;;;;26.46;26.57;27.12;;26.79;27.65;;27.47;;;26.65;;;26.02;;;25.65;;;;;;25.76;;;;;;;;;;;;;;;;;;;;;;26.14;;25.9;;;;;;;;;;;;;;;;;;;;24.2;;;;;;;;;;25.05;;;;;;26.27;;;;;;;;;;;;;;;;;;;30.51
nor;age_at_1st_marriage_women;;;;;;;;;27.0;;;;;;;;;28.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.59;;;;;;;;;;;;;;23.67;;;;;;;;;;22.77;;;;;;;;;;23.52;;;;;;;;;;26.25;;;;;;;;;;;;;;;31.62
npl;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.9;;;;;;;;;;;;;;15.8;;;;;;;;;;;17.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.98
nzl;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.7;24.5;;24.4;;24.6;;24.7;;;24.4;;;;;23.8;;;;;23.3;;;;;22.3;;;;;21.8;;;;;21.5;;;;;21.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.01
omn;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.67
pak;age_at_1st_marriage_women;;;;;;;;;;;;;;;16.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;;;;;;;;;;;;;;;;;;;;;;;;;18.4;;;;;;;;;;;;19.71;;;;;;;;20.3;;;;;;;;;;;;;;;;;;;;;;;;;22.13
pan;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.92
per;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.57
phl;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.9;;;;;;;;;;;;;;;21.9;;;;;;;;;22.1;;;;;;;;;;;;22.3;;;;;;;;;;22.82;;;;;23.2;;;;;22.4;;;;;;;;;;;;;;;;;;;;;;;;;23.18
png;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.62;;;;;;;;;;20.62;;;;;;;;;;;;;;;;20.8;;;;;;;;;20.8
pol;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.23;;;;;;;;;;;;;;;23.43;;;;;22.89;;;;;;;;;;;;;;;;;;;22.7;;;;;;;;;;;;;;;;25.3
pri;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.14;;;;;;;;;;;;;;;;;;;;;;;;;;22.59;;;;;;;;;22.59
prt;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.25;;;;;;;;;;;;;;;;;;;;;23.93;;;;;;;;;;;;;;23.93
pry;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.7
pse;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.86
pyf;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.87
qat;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.44;;;;;;;;;;;;;;;;;;;;;;;25.79
reu;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.51
rou;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.56;;;;;;;;;;;;;21.81;;;;;;22.3;;;;;;;;22.25;;;;;;;;;;;;;;;;;;;;;25.3
rus;age_at_1st_marriage_women;;;;17.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.59
rwa;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.58
sau;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.84
sdn;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.67
sen;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.54
sgp;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.4;;;;;;;;;;20.8;;;;;;;;;;;;;;;;;;;;23.6;;;;;24.25;;;;;;;;;;;;;;;;;;;;27.1;;;;;;;;;;;;;;;26.51
slb;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.23
sle;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.76
slv;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.29
srb;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.94
stp;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.56;;;;;;;;;;;;;;;;;;;;;;;;17.76
sur;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.62;;;;;;18.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
svk;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.38;;;;;;;;;;;;;;;21.98;;;;;;;;;;21.72;;;;;;;;;;;;;;;;;;;21.79;;;;;;;;;;;;;;;;26.36
svn;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.3
swe;age_at_1st_marriage_women;;;;;;;;;26.0;;;;;;;;;;;;;;;27.1;;;27.1;;;26.8;;;26.8;;;;;;26.4;;;26.5;;;;26.5;;;;;26.5;;;;;;;;25.9;;;;;;;;;;;;25.0;;;;;;;;;;23.7;;;;;;;;;;25.2;;;;;;;;;;27.7;;;;;;;;;;;;;;;32.4
swz;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.2;;;;;;;;;23.9;24.3;24.7;24.6;24.9;24.6;24.6;24.7;24.7;25.4;24.7;;;;;;;;;;;;;;;;;;;;;;;;;;25.96
syr;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tcd;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.34
tgo;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.35
tha;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.1;;;;;;;;;;22.1;;;;;21.6;;;;;;;;;;21.97;;;;;;;;;;22.8;;;;;;;;;;;;;;;;;;;;;;;;;24.06
tjk;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.91
tkm;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.37
ton;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.5
tto;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.78
tun;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.5;;;;;;;;;;20.8;;;;;;;;;22.7;;;;;;;;;24.3;;;;;25.2;;;;;26.3;;;;;;;29.2;;;;29.2
tur;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.05
twn;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.1;;;;;19.1;19.2;;19.2;;19.4;;19.7;;;19.6;;;;;;;;;;;;;;;21.1;;;;;;;;;;21.8;;;;;;;;;;23.3;;;;;23.8;;;;;;;;;;25.9;;;;;;;;;;;;;;;27.8
tza;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.13;;;;;;;;;;;;;;;;;;;;;;;;;;;19.97
uga;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.25
ukr;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.45;;;;;;;;;;;;;;;;;;;;;;;;;;22.82
ury;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.3
usa;age_at_1st_marriage_women;;;;;;;;;;23.0;;;;;;;;;;;22.8;;;;;;;;;22.0;;;21.9;;;;;;21.6;;;21.2;;;;21.3;;;;;21.5;;;;;;;;;;20.3;;;;;;;;;;20.3;;;;;;;;;;20.8;;;;;;;;;;22.0;;;;;;;;;;23.9;24.1;24.4;24.5;24.5;24.5;24.8;25.0;25.0;25.1;25.1;25.1;25.3;25.3;25.3;25.3
uzb;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.58
vct;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.36;;;;;;;;;;;;;;;;;;;;;30.93;;;;;;;;;;;;;;30.93
ven;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.75
vir;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.91
vut;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.04;;;;;;;;;;;;;;;;;;;;;;;;;;22.61
wsm;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.95
yem;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.7;;;;;;;;;;;;;;;;;;;;;;16.9;;;;;;;;;;;;;;;;;;20.67;;;;;;;;21.67
zaf;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.75;;;;;;;;;;;;;;;;;;;;;;;;;27.9
zmb;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.53
zwe;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.3;;;;;;;;;;;;;;;;;;;;;;;21.03
