geo;indicator;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
nor;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;2.63;1.97;1.86;1.74;1.29;1.55;1.28;0.85;1.18;0.54;0.49;0.68;0.49;0.48;0.27;0.3;0.45;0.34;0.31;0.32;0.25;0.13;0.17;0.24;0.18;0.18;0.19;0.1
npl;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63.86;;;;;;;;;
nzl;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;1.6;1.04;1.04;1.1;1.88;1.94;1.85;1.64;1.63;1.56;1.81;1.35;1.4;1.29;1.26;1.21;1.06;0.94;0.84;0.88;1.28;1.52;1.25;1.37;1.4;1.43;1.4;1.47;1.37;1.1;1.02;0.96
omn;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.95;;;;;;;;0.04;
pak;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;61.71;61.65;54.14;63.31;63.31;50.13;50.13;46.86;46.87;52.8;52.8;57.05;60.39;63.15;63.32;64.49;61.67;;59.11;53.37;53.12;54.69;
pan;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;2.97;3.36;2.05;2.85;2.33;3.83;4.7;3.35;;;2.17;2.43;1.59;2.98;2.83;2.85;2.85;2.08;1.79;3.28;3.2;3.97;3.62;5.51;5.03;3.98;4.45;7.43;6.8;5.37;7.17;7.75;6.5;6.07;7.24;6.57
per;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;9.2;5.93;7.28;9.25;8.31;8.26;10.11;12.06;11.73;10.65;10.69;11.54;29.77;31.38;31.31;30.64;29.47;26.29;25.07;25.25;24.96;24.68;23.86;23.52;23.22;23.0;22.9;21.7
phl;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.31;19.25;16.82;18.03;18.33;17.52;16.41;17.78;17.67;17.38;17.57;17.39;16.64;16.91;16.14;15.12;15.74;;12.35;9.64
plw;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.28;;;;;;;;;;;;;;;;;
pol;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;7.83;8.38;7.46;7.69;7.88;7.0;6.25;5.18;6.64;7.06;7.15;6.99;7.15;7.03;6.24;5.97;5.86;5.75;5.59;5.25;4.96;4.71;4.47;4.2;3.83;3.77
pri;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;2.11;1.77;1.7;1.69;1.82;1.74;1.51;1.28;1.26;1.02;1.04;1.19;1.14;0.93;0.9;;;;;;;;;;;;
prt;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;7.06;6.48;5.46;4.72;4.01;5.87;2.36;2.45;2.74;2.59;2.01;1.93;3.02;2.75;3.36;3.66;2.82;2.16;2.16;2.05;1.77;1.46;1.16;1.11;1.19;0.79;0.76;0.75;0.6;0.58;0.65;0.49
pry;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;0.13;0.4;0.99;2.87;4.33;;7.17;8.13;9.94;9.07;;10.28;9.72;8.7;9.25;8.41;9.36;7.47;9.01;8.09;7.59;7.65;6.34;7.11;5.56;11.46;9.8;10.78
pse;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;27.5;28.0;28.5;27.5;27.7;33.98;27.37;29.47;33.13;32.65;31.27;32.29;35.23;27.3;19.8;19.48;23.06;24.57;20.95;18.83;17.0;12.84;9.96
pyf;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;3.54;;;;;;3.05;;;;;0.39;;;;;;;;;;
qat;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;0.02;0.02;
rou;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;5.63;22.0;22.87;24.19;23.74;25.57;27.82;28.55;30.79;31.11;30.96;23.59;25.14;22.05;21.24;19.92;19.91;18.94;19.21;20.24;19.48;19.38;18.77;18.28;14.92;13.3;12.69
rus;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;0.07;0.12;0.1;0.16;0.12;0.08;0.07;0.15;0.1;0.06;0.07;0.1;0.07;0.09;0.07;0.11;0.1;0.32;0.37;0.28;0.36;0.36;0.4;0.37;0.4;0.38
rwa;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;30.03;;;;;;19.09;;;;;;;;;;12.4;;43.72;;;7.68
sau;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;0.29;;;;;;;;;;;;;;;;;;;;;;0.04;0.03;;
sen;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;32.36;;;;;;;;;;24.72;;;;;;;;;;30.12;;;;28.59;;
sgp;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;3.57;3.95;3.34;2.78;;2.08;1.87;1.86;2.14;1.83;2.18;2.18;2.14;2.18;0.64;2.0;1.62;1.51;1.4;;1.09;1.27;1.06;1.01;0.79;1.16;0.96;0.8;0.84;0.5;0.72;0.7
sle;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.61;;;;;;;;;;6.42;;;
slv;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;8.64;8.09;8.32;9.37;7.0;10.6;8.57;7.37;10.64;8.6;9.03;7.72;10.29;9.91;9.97;7.47;7.17;7.6;8.09;7.99;8.46;7.94;7.95;8.87;8.15
smr;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;0.59;0.53;0.35;0.32;0.3;;;;;;;;;;;;;;;;;;
srb;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.65;13.88;11.63;11.94;15.59;14.59;13.19;12.74;12.18;12.96;13.42;12.99;12.91;9.37
stp;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;0.69;;;;;;;;;;;;9.1;9.1;9.1;0.38;;;;;;;;;;;
sur;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;2.25;2.58;3.82;1.63;;;;;;;;;;;;;;;2.0;1.58;2.25;;
svk;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.21;0.19;0.2;0.17;0.19;0.25;0.11;0.06;0.13;0.18;0.23;0.2;0.1;0.09;0.1;0.15;0.26;0.18;0.08
svn;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;4.56;7.56;6.6;5.6;8.85;8.37;7.44;6.61;6.94;6.13;5.69;6.89;6.85;7.11;6.68;5.42;6.91;6.18;5.33;5.14;6.05;8.01;5.44;3.05;3.47
swe;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;0.68;0.57;0.52;0.51;0.47;0.49;0.57;0.58;0.63;0.61;0.53;0.58;0.69;0.26;0.5;0.45;0.37;0.4;0.32;0.23;0.28;0.28;0.24;0.23;0.2;0.26;0.21;0.23;0.25;0.27;0.26
swz;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.55;;;;;;;;;;;;;;;;;;;2.83;
syc;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.22;;;0.16;0.29;0.25;0.14
syr;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.15;;;;;18.78;19.06;16.74;11.43;11.15;8.17;;;;;;
tcd;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;44.4;;;;;;;;;;;;;;;;;;;;;;;;
tha;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;54.63;58.1;58.48;56.12;53.17;53.52;49.58;48.56;46.54;44.42;45.09;43.63;40.25;39.8;35.91;37.4;35.18;31.39;30.84;30.5;29.87;31.12;28.5;29.0;32.05;32.17;22.77;25.31;23.69;22.78;
tjk;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.47;;;;;;0.28;;;;;;;;
tls;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32.42;;;23.75;;;;
ton;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.37;;;;;;;;;;;;;;
tto;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;8.83;8.59;8.92;6.55;6.27;6.18;6.93;6.76;5.97;4.27;4.23;4.03;3.46;2.9;2.18;1.94;1.97;1.77;1.74;;;;1.34;1.38;1.44;0.99;0.98;0.67;0.56;0.79;
tun;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;21.76;;;;;0.85;;;;;;;;;;;12.94;14.07;10.28;7.24;7.41;11.71;7.99;6.92;6.29;;;;
tur;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68.84;;;;;;35.41;34.68;34.5;34.84;35.16;35.42;33.65;31.45;29.42;28.16;26.35;25.85
tuv;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.14;;;;;;;;;;;;;;;
twn;female_family_workers_percent_of_female_employment;;;;;;;;;23.68;21.59;21.36;20.73;20.73;21.56;20.85;21.0;20.54;18.68;18.44;17.75;17.57;17.63;17.1;16.34;16.25;16.06;15.9;15.11;14.6;14.46;13.92;13.34;13.44;13.12;12.54;12.0;11.44;11.14;10.38;9.8;9.54;9.0;8.62;8.31;8.24;8.08;8.0;7.98
tza;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.38;;;;;13.04;;;;;42.93;;38.39;50.33;;;
uga;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.26;40.46;;;;;;4.68;;;19.62;30.17;;;;
ukr;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;0.18;0.18;0.32;0.24;1.26;1.47;1.75;2.29;2.03;0.56;0.46;0.34;0.31;0.34;0.29;0.36;0.37;0.31;0.25;0.3;0.27;0.24;
ury;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.57;2.53;2.33;2.42;1.39;2.01;2.72;2.16;3.41;2.96;2.44;2.82;2.01;2.05;1.88;1.79;1.42;1.35;1.34;1.02
usa;female_family_workers_percent_of_female_employment;;;;;;;1.79;1.82;1.67;1.52;1.32;1.21;1.19;1.09;0.94;0.8;0.69;0.63;0.62;0.62;0.5;0.49;0.49;0.43;0.21;0.18;0.2;0.19;0.15;0.14;0.14;0.14;0.12;0.13;0.12;0.12;0.11;0.13;0.11;0.08;0.1;0.1;0.09;0.08;0.08;0.09;0.07;0.07
vct;female_family_workers_percent_of_female_employment;;;;;;;;;;;0.98;;;;;;;;;;;2.74;;;;;;;;;;;;;;;;;0.53;;;;;;;;;
ven;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;1.24;1.4;1.19;0.94;1.59;2.45;2.28;3.27;3.79;3.9;2.88;2.47;1.83;1.61;1.85;1.23;0.88;1.36;1.14;0.93;;;;
vgb;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;0.42;;;;;;;;;;;;;;;;;;;;;;;;;;
vnm;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;61.55;55.87;53.17;54.15;53.06;52.94;52.59;50.34;47.23;;;13.93;;22.21;26.2;24.84;23.12;22.6;26.54;23.27;22.05;21.43
vut;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.21;;;;;;;;
wsm;female_family_workers_percent_of_female_employment;;;;;;;100.0;;;;;;;;;;;;;;;;;;;;;;;;;35.69;;;;;30.53;;4.32;;;;2.81;;2.82;;;
yem;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.35;;;;;;;;;;;;;;;38.45;;;
zaf;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.11;1.08;1.62;0.94;0.59;1.44;1.45;1.24;1.13;1.03;0.98;0.82;0.82;0.73;0.74
zmb;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;55.85;45.58;;;;;43.18;;39.37;;61.8;;;;;;;;;;;;51.98;;;;;
zwe;female_family_workers_percent_of_female_employment;;;;;;;;;;;;;;;;;;;;;;;;;20.52;;;15.93;;16.1;;;;;;;;;;;;1.17;11.24;;;;;
