geo;indicator;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
gnb;mean_years_in_school_women_15_to_24_years;0.75;0.78;0.81;0.83;0.86;0.89;0.92;0.95;0.99;1.02;1.06;1.09;1.13;1.17;1.21;1.25;1.29;1.34;1.38;1.43;1.48;1.53;1.58;1.64;1.69;1.75;1.82;1.88;1.95;2.01;2.08;2.15;2.22;2.29;2.37;2.45;2.52;2.6;2.69;2.77;2.85;2.94;3.03;3.12;3.21;3.31
gnq;mean_years_in_school_women_15_to_24_years;2.47;2.55;2.62;2.7;2.78;2.86;2.94;3.03;3.12;3.21;3.3;3.39;3.49;3.59;3.69;3.79;3.89;4.0;4.11;4.22;4.33;4.44;4.56;4.68;4.8;4.93;5.05;5.18;5.31;5.44;5.58;5.71;5.85;5.99;6.14;6.28;6.43;6.58;6.73;6.88;7.03;7.19;7.34;7.5;7.66;7.82
grc;mean_years_in_school_women_15_to_24_years;6.84;7.0;7.15;7.3;7.46;7.62;7.77;7.93;8.09;8.25;8.41;8.57;8.72;8.88;9.04;9.2;9.36;9.52;9.67;9.83;9.98;10.14;10.29;10.44;10.59;10.73;10.88;11.03;11.18;11.33;11.48;11.63;11.78;11.93;12.09;12.24;12.39;12.54;12.7;12.85;13.0;13.15;13.29;13.44;13.59;13.73
grd;mean_years_in_school_women_15_to_24_years;5.47;5.6;5.74;5.88;6.02;6.16;6.31;6.45;6.6;6.75;6.9;7.05;7.21;7.36;7.52;7.68;7.84;8.0;8.16;8.32;8.48;8.65;8.81;8.98;9.14;9.31;9.48;9.64;9.81;9.98;10.14;10.31;10.48;10.65;10.81;10.98;11.15;11.31;11.48;11.64;11.81;11.97;12.13;12.29;12.45;12.61
gtm;mean_years_in_school_women_15_to_24_years;2.43;2.5;2.58;2.65;2.73;2.81;2.89;2.97;3.06;3.14;3.23;3.32;3.42;3.51;3.61;3.7;3.8;3.91;4.01;4.12;4.22;4.33;4.44;4.56;4.67;4.79;4.91;5.03;5.15;5.28;5.41;5.54;5.67;5.81;5.95;6.09;6.23;6.37;6.52;6.67;6.82;6.97;7.12;7.28;7.44;7.6
guy;mean_years_in_school_women_15_to_24_years;5.66;5.78;5.91;6.03;6.16;6.28;6.41;6.53;6.66;6.78;6.9;7.03;7.15;7.27;7.39;7.51;7.63;7.75;7.86;7.97;8.09;8.2;8.3;8.41;8.51;8.62;8.73;8.86;8.98;9.11;9.25;9.38;9.52;9.66;9.81;9.95;10.1;10.25;10.4;10.55;10.71;10.86;11.01;11.17;11.33;11.48
hnd;mean_years_in_school_women_15_to_24_years;3.2;3.29;3.38;3.48;3.58;3.68;3.79;3.89;4.0;4.11;4.22;4.34;4.46;4.57;4.7;4.82;4.94;5.07;5.2;5.33;5.46;5.6;5.73;5.87;6.0;6.14;6.28;6.42;6.56;6.71;6.86;7.01;7.16;7.31;7.47;7.62;7.78;7.94;8.1;8.27;8.43;8.6;8.76;8.93;9.1;9.27
hrv;mean_years_in_school_women_15_to_24_years;4.73;4.85;4.97;5.09;5.21;5.33;5.45;5.58;5.71;5.84;5.97;6.1;6.23;6.36;6.49;6.63;6.76;6.9;7.04;7.17;7.31;7.45;7.59;7.73;7.86;8.0;8.14;8.28;8.43;8.57;8.72;8.87;9.02;9.17;9.33;9.49;9.65;9.81;9.97;10.13;10.3;10.47;10.63;10.8;10.97;11.14
hti;mean_years_in_school_women_15_to_24_years;2.39;2.46;2.54;2.61;2.69;2.78;2.86;2.95;3.03;3.13;3.22;3.31;3.41;3.51;3.61;3.72;3.82;3.93;4.05;4.16;4.28;4.4;4.52;4.65;4.77;4.9;5.03;5.15;5.28;5.41;5.54;5.68;5.81;5.95;6.09;6.23;6.38;6.52;6.67;6.82;6.98;7.13;7.29;7.45;7.61;7.77
hun;mean_years_in_school_women_15_to_24_years;8.02;8.15;8.28;8.4;8.52;8.64;8.76;8.88;8.99;9.1;9.21;9.32;9.42;9.52;9.62;9.71;9.81;9.89;9.98;10.06;10.14;10.22;10.3;10.37;10.44;10.51;10.63;10.74;10.86;10.98;11.11;11.24;11.37;11.51;11.65;11.79;11.93;12.08;12.22;12.37;12.52;12.67;12.82;12.98;13.13;13.28
idn;mean_years_in_school_women_15_to_24_years;3.67;3.78;3.89;4.0;4.12;4.23;4.35;4.48;4.6;4.73;4.86;5.0;5.13;5.27;5.41;5.56;5.71;5.85;6.01;6.16;6.31;6.47;6.63;6.79;6.95;7.12;7.27;7.43;7.59;7.75;7.91;8.07;8.23;8.4;8.56;8.72;8.89;9.05;9.22;9.39;9.55;9.72;9.89;10.05;10.22;10.39
ind;mean_years_in_school_women_15_to_24_years;1.88;1.95;2.01;2.09;2.16;2.23;2.31;2.39;2.48;2.56;2.65;2.75;2.84;2.94;3.04;3.15;3.26;3.37;3.49;3.61;3.73;3.86;3.99;4.12;4.26;4.4;4.53;4.67;4.8;4.94;5.08;5.22;5.37;5.51;5.65;5.8;5.95;6.1;6.24;6.39;6.54;6.69;6.85;7.0;7.15;7.3
irl;mean_years_in_school_women_15_to_24_years;7.36;7.52;7.69;7.86;8.03;8.2;8.37;8.54;8.72;8.89;9.07;9.25;9.42;9.6;9.78;9.95;10.13;10.31;10.48;10.65;10.83;11.0;11.17;11.33;11.5;11.66;11.82;11.97;12.12;12.27;12.42;12.57;12.72;12.87;13.02;13.17;13.31;13.46;13.6;13.75;13.89;14.03;14.17;14.31;14.44;14.58
irn;mean_years_in_school_women_15_to_24_years;2.88;3.0;3.12;3.25;3.39;3.53;3.68;3.84;4.01;4.18;4.37;4.56;4.76;4.97;5.19;5.42;5.66;5.91;6.17;6.44;6.71;6.98;7.26;7.54;7.82;8.08;8.3;8.51;8.71;8.92;9.12;9.32;9.52;9.72;9.91;10.1;10.29;10.48;10.66;10.84;11.02;11.2;11.37;11.54;11.71;11.88
irq;mean_years_in_school_women_15_to_24_years;2.29;2.36;2.44;2.52;2.6;2.68;2.77;2.85;2.94;3.04;3.13;3.23;3.33;3.43;3.54;3.64;3.75;3.87;3.98;4.1;4.22;4.34;4.47;4.59;4.72;4.85;4.98;5.1;5.23;5.36;5.49;5.63;5.76;5.9;6.04;6.18;6.33;6.48;6.63;6.78;6.93;7.09;7.25;7.41;7.57;7.73
isl;mean_years_in_school_women_15_to_24_years;5.45;5.58;5.7;5.84;5.97;6.1;6.24;6.37;6.51;6.65;6.79;6.93;7.07;7.21;7.35;7.5;7.64;7.78;7.93;8.08;8.22;8.37;8.51;8.66;8.81;8.95;9.1;9.24;9.39;9.53;9.68;9.83;9.98;10.13;10.28;10.43;10.58;10.74;10.89;11.05;11.21;11.37;11.53;11.69;11.85;12.01
isr;mean_years_in_school_women_15_to_24_years;9.51;9.65;9.8;9.94;10.08;10.22;10.36;10.5;10.63;10.76;10.89;11.02;11.15;11.27;11.39;11.51;11.63;11.75;11.86;11.97;12.08;12.19;12.3;12.4;12.5;12.6;12.72;12.84;12.97;13.09;13.22;13.35;13.48;13.61;13.74;13.87;14.0;14.13;14.26;14.39;14.51;14.64;14.77;14.89;15.02;15.14
ita;mean_years_in_school_women_15_to_24_years;8.51;8.65;8.79;8.93;9.07;9.2;9.34;9.47;9.6;9.72;9.85;9.97;10.09;10.2;10.32;10.43;10.54;10.64;10.75;10.85;10.94;11.04;11.13;11.22;11.3;11.39;11.5;11.61;11.72;11.84;11.96;12.09;12.21;12.34;12.47;12.6;12.74;12.87;13.01;13.15;13.29;13.42;13.56;13.7;13.84;13.98
jam;mean_years_in_school_women_15_to_24_years;6.39;6.53;6.68;6.83;6.97;7.13;7.28;7.43;7.59;7.74;7.9;8.06;8.21;8.37;8.53;8.69;8.85;9.01;9.17;9.33;9.49;9.65;9.8;9.96;10.12;10.28;10.43;10.58;10.74;10.89;11.04;11.2;11.35;11.5;11.66;11.81;11.96;12.12;12.27;12.42;12.57;12.72;12.87;13.02;13.17;13.32
jor;mean_years_in_school_women_15_to_24_years;4.96;5.12;5.28;5.45;5.62;5.79;5.97;6.15;6.34;6.53;6.72;6.92;7.11;7.31;7.52;7.72;7.93;8.13;8.34;8.54;8.75;8.95;9.15;9.35;9.54;9.73;9.89;10.05;10.21;10.36;10.52;10.67;10.83;10.98;11.14;11.29;11.44;11.59;11.74;11.89;12.04;12.19;12.34;12.49;12.63;12.78
jpn;mean_years_in_school_women_15_to_24_years;9.12;9.27;9.42;9.57;9.72;9.87;10.02;10.17;10.32;10.47;10.62;10.76;10.91;11.05;11.2;11.34;11.48;11.62;11.76;11.9;12.03;12.17;12.3;12.43;12.57;12.7;12.85;13.0;13.15;13.29;13.44;13.59;13.73;13.87;14.01;14.15;14.29;14.43;14.56;14.69;14.82;14.95;15.08;15.2;15.33;15.45
kaz;mean_years_in_school_women_15_to_24_years;6.35;6.5;6.64;6.79;6.94;7.08;7.23;7.39;7.54;7.69;7.84;8.0;8.15;8.3;8.46;8.61;8.76;8.92;9.07;9.22;9.38;9.53;9.68;9.83;9.97;10.12;10.26;10.41;10.55;10.69;10.84;10.98;11.13;11.27;11.42;11.57;11.72;11.86;12.01;12.16;12.31;12.46;12.61;12.76;12.91;13.07
ken;mean_years_in_school_women_15_to_24_years;3.26;3.37;3.48;3.6;3.72;3.84;3.96;4.09;4.21;4.34;4.47;4.61;4.74;4.88;5.02;5.16;5.3;5.44;5.58;5.73;5.87;6.02;6.16;6.31;6.45;6.59;6.71;6.83;6.95;7.07;7.19;7.32;7.44;7.57;7.7;7.83;7.96;8.09;8.23;8.37;8.51;8.66;8.8;8.95;9.1;9.26
kgz;mean_years_in_school_women_15_to_24_years;6.63;6.78;6.92;7.07;7.22;7.37;7.52;7.68;7.83;7.98;8.14;8.29;8.44;8.59;8.75;8.9;9.05;9.2;9.35;9.49;9.64;9.78;9.93;10.07;10.2;10.34;10.46;10.59;10.71;10.83;10.96;11.09;11.21;11.34;11.47;11.6;11.73;11.87;12.0;12.14;12.28;12.42;12.56;12.7;12.84;12.99
khm;mean_years_in_school_women_15_to_24_years;2.05;2.12;2.18;2.24;2.31;2.38;2.45;2.52;2.6;2.67;2.75;2.83;2.91;3.0;3.08;3.17;3.26;3.35;3.45;3.55;3.65;3.75;3.85;3.96;4.07;4.18;4.3;4.42;4.55;4.67;4.8;4.93;5.06;5.2;5.33;5.47;5.62;5.76;5.91;6.05;6.2;6.36;6.51;6.67;6.82;6.98
kir;mean_years_in_school_women_15_to_24_years;5.19;5.31;5.43;5.55;5.68;5.8;5.93;6.05;6.18;6.31;6.43;6.56;6.68;6.81;6.93;7.05;7.18;7.3;7.41;7.53;7.64;7.76;7.86;7.97;8.07;8.16;8.27;8.37;8.49;8.61;8.73;8.85;8.98;9.12;9.25;9.39;9.53;9.67;9.82;9.97;10.12;10.27;10.42;10.57;10.73;10.88
kor;mean_years_in_school_women_15_to_24_years;7.64;7.8;7.95;8.11;8.27;8.42;8.58;8.74;8.9;9.06;9.22;9.38;9.55;9.71;9.87;10.03;10.19;10.35;10.51;10.67;10.83;10.99;11.14;11.3;11.46;11.62;11.77;11.92;12.07;12.22;12.37;12.51;12.66;12.81;12.95;13.09;13.24;13.38;13.52;13.66;13.8;13.94;14.08;14.21;14.35;14.48
kwt;mean_years_in_school_women_15_to_24_years;4.82;4.96;5.1;5.24;5.38;5.53;5.68;5.84;5.99;6.15;6.32;6.48;6.65;6.82;6.99;7.16;7.34;7.52;7.7;7.88;8.07;8.25;8.44;8.64;8.83;9.03;9.22;9.4;9.58;9.76;9.94;10.12;10.29;10.47;10.64;10.81;10.99;11.16;11.32;11.49;11.66;11.82;11.99;12.15;12.31;12.47
lao;mean_years_in_school_women_15_to_24_years;1.99;2.06;2.12;2.18;2.25;2.32;2.39;2.46;2.54;2.61;2.69;2.77;2.85;2.94;3.03;3.12;3.21;3.3;3.4;3.5;3.6;3.7;3.81;3.92;4.04;4.15;4.27;4.4;4.53;4.66;4.79;4.92;5.06;5.19;5.33;5.47;5.62;5.76;5.91;6.06;6.21;6.36;6.51;6.67;6.82;6.98
lbn;mean_years_in_school_women_15_to_24_years;4.52;4.64;4.77;4.89;5.02;5.15;5.28;5.42;5.56;5.7;5.84;5.98;6.13;6.28;6.43;6.58;6.74;6.9;7.06;7.22;7.38;7.55;7.72;7.89;8.06;8.23;8.41;8.59;8.76;8.94;9.12;9.3;9.47;9.65;9.83;10.0;10.18;10.35;10.53;10.7;10.87;11.05;11.22;11.39;11.55;11.72
lbr;mean_years_in_school_women_15_to_24_years;0.99;1.03;1.07;1.11;1.15;1.2;1.25;1.3;1.35;1.41;1.47;1.53;1.59;1.66;1.73;1.81;1.89;1.97;2.06;2.16;2.26;2.36;2.47;2.59;2.7;2.83;2.93;3.03;3.13;3.23;3.34;3.44;3.55;3.66;3.77;3.89;4.0;4.12;4.24;4.36;4.48;4.6;4.73;4.86;4.98;5.12
lby;mean_years_in_school_women_15_to_24_years;2.38;2.45;2.53;2.6;2.68;2.76;2.84;2.93;3.02;3.1;3.19;3.29;3.38;3.48;3.58;3.68;3.78;3.89;4.0;4.11;4.22;4.34;4.45;4.57;4.7;4.82;4.95;5.08;5.21;5.34;5.47;5.61;5.75;5.89;6.03;6.17;6.32;6.46;6.61;6.76;6.92;7.07;7.23;7.38;7.54;7.7
lca;mean_years_in_school_women_15_to_24_years;5.42;5.55;5.68;5.82;5.96;6.1;6.24;6.38;6.53;6.67;6.82;6.97;7.12;7.27;7.42;7.57;7.73;7.88;8.03;8.19;8.34;8.5;8.66;8.81;8.97;9.13;9.28;9.44;9.6;9.76;9.93;10.09;10.25;10.42;10.58;10.74;10.91;11.07;11.23;11.4;11.56;11.72;11.88;12.04;12.2;12.36
lka;mean_years_in_school_women_15_to_24_years;5.6;5.73;5.85;5.98;6.11;6.24;6.37;6.5;6.63;6.76;6.9;7.03;7.17;7.3;7.44;7.58;7.72;7.85;7.99;8.13;8.26;8.4;8.54;8.67;8.81;8.95;9.11;9.27;9.43;9.59;9.76;9.92;10.09;10.25;10.42;10.58;10.75;10.91;11.08;11.24;11.41;11.57;11.73;11.89;12.06;12.22
lso;mean_years_in_school_women_15_to_24_years;4.52;4.62;4.73;4.84;4.95;5.07;5.18;5.29;5.41;5.52;5.64;5.75;5.87;5.98;6.1;6.22;6.33;6.45;6.56;6.68;6.79;6.91;7.02;7.13;7.24;7.35;7.49;7.63;7.78;7.92;8.07;8.22;8.38;8.53;8.69;8.85;9.01;9.17;9.34;9.5;9.66;9.83;10.0;10.16;10.33;10.5
ltu;mean_years_in_school_women_15_to_24_years;6.23;6.37;6.51;6.65;6.79;6.93;7.07;7.22;7.36;7.5;7.64;7.78;7.92;8.06;8.2;8.34;8.48;8.61;8.75;8.88;9.01;9.14;9.26;9.39;9.51;9.63;9.73;9.84;9.95;10.06;10.17;10.29;10.41;10.53;10.66;10.78;10.91;11.04;11.18;11.31;11.45;11.59;11.74;11.88;12.03;12.18
lux;mean_years_in_school_women_15_to_24_years;5.74;5.87;6.01;6.15;6.28;6.43;6.57;6.71;6.86;7.01;7.15;7.3;7.45;7.61;7.76;7.91;8.07;8.22;8.38;8.53;8.69;8.85;9.01;9.16;9.32;9.48;9.64;9.8;9.96;10.12;10.28;10.44;10.61;10.77;10.93;11.1;11.26;11.43;11.59;11.76;11.92;12.08;12.24;12.41;12.57;12.73
lva;mean_years_in_school_women_15_to_24_years;6.7;6.85;6.99;7.14;7.29;7.44;7.59;7.73;7.88;8.03;8.17;8.32;8.46;8.61;8.75;8.89;9.02;9.16;9.29;9.42;9.54;9.67;9.79;9.91;10.02;10.14;10.24;10.34;10.45;10.56;10.67;10.79;10.91;11.02;11.15;11.27;11.4;11.53;11.66;11.8;11.94;12.08;12.22;12.36;12.51;12.66
mar;mean_years_in_school_women_15_to_24_years;1.68;1.74;1.79;1.85;1.91;1.97;2.03;2.09;2.16;2.22;2.29;2.36;2.44;2.51;2.59;2.67;2.75;2.83;2.92;3.01;3.1;3.19;3.29;3.38;3.48;3.59;3.69;3.8;3.91;4.02;4.13;4.25;4.37;4.49;4.61;4.74;4.86;4.99;5.12;5.26;5.39;5.53;5.67;5.81;5.95;6.1
mda;mean_years_in_school_women_15_to_24_years;7.08;7.23;7.38;7.53;7.68;7.84;7.99;8.14;8.29;8.44;8.59;8.74;8.88;9.03;9.17;9.31;9.45;9.58;9.72;9.85;9.97;10.1;10.22;10.34;10.46;10.58;10.69;10.81;10.93;11.06;11.18;11.31;11.44;11.58;11.72;11.86;12.0;12.14;12.29;12.43;12.58;12.73;12.88;13.03;13.17;13.32
mdg;mean_years_in_school_women_15_to_24_years;1.9;1.96;2.02;2.08;2.14;2.2;2.27;2.33;2.4;2.47;2.54;2.62;2.69;2.77;2.85;2.93;3.01;3.09;3.18;3.27;3.36;3.45;3.54;3.63;3.73;3.83;3.93;4.03;4.13;4.24;4.35;4.46;4.57;4.69;4.81;4.93;5.06;5.18;5.31;5.45;5.58;5.72;5.86;6.0;6.14;6.29
mdv;mean_years_in_school_women_15_to_24_years;3.1;3.19;3.28;3.37;3.47;3.56;3.66;3.76;3.87;3.97;4.08;4.19;4.3;4.41;4.52;4.64;4.76;4.88;5.01;5.13;5.26;5.39;5.52;5.66;5.79;5.93;6.07;6.21;6.36;6.5;6.65;6.8;6.95;7.11;7.26;7.42;7.58;7.74;7.9;8.06;8.22;8.39;8.55;8.72;8.88;9.05
mex;mean_years_in_school_women_15_to_24_years;4.5;4.62;4.74;4.86;4.99;5.12;5.25;5.38;5.52;5.66;5.8;5.94;6.08;6.22;6.37;6.51;6.66;6.81;6.96;7.11;7.27;7.42;7.57;7.73;7.88;8.04;8.19;8.35;8.5;8.66;8.82;8.98;9.14;9.3;9.46;9.63;9.79;9.95;10.12;10.28;10.45;10.62;10.78;10.95;11.11;11.28
mhl;mean_years_in_school_women_15_to_24_years;3.91;4.02;4.13;4.24;4.35;4.46;4.58;4.69;4.81;4.94;5.06;5.18;5.31;5.44;5.57;5.7;5.84;5.97;6.11;6.25;6.39;6.53;6.67;6.82;6.96;7.11;7.26;7.41;7.57;7.72;7.88;8.04;8.2;8.36;8.52;8.69;8.85;9.02;9.19;9.35;9.52;9.69;9.86;10.03;10.2;10.37
mkd;mean_years_in_school_women_15_to_24_years;5.65;5.78;5.92;6.05;6.19;6.33;6.47;6.61;6.76;6.9;7.04;7.19;7.34;7.48;7.63;7.78;7.93;8.08;8.23;8.38;8.52;8.67;8.82;8.97;9.12;9.26;9.41;9.55;9.69;9.84;9.99;10.14;10.29;10.44;10.59;10.74;10.9;11.05;11.2;11.36;11.52;11.67;11.83;11.99;12.14;12.3
mli;mean_years_in_school_women_15_to_24_years;0.61;0.63;0.65;0.67;0.69;0.71;0.73;0.76;0.78;0.81;0.83;0.86;0.88;0.91;0.94;0.97;1.0;1.03;1.06;1.09;1.13;1.16;1.2;1.23;1.27;1.31;1.35;1.39;1.44;1.48;1.53;1.58;1.63;1.68;1.73;1.78;1.84;1.9;1.96;2.02;2.08;2.15;2.21;2.28;2.35;2.42
mlt;mean_years_in_school_women_15_to_24_years;5.17;5.28;5.4;5.51;5.62;5.73;5.85;5.96;6.08;6.2;6.31;6.43;6.55;6.66;6.78;6.9;7.01;7.13;7.25;7.37;7.49;7.61;7.73;7.85;7.97;8.1;8.25;8.4;8.55;8.71;8.87;9.02;9.18;9.35;9.51;9.67;9.84;10.0;10.17;10.33;10.5;10.67;10.83;11.0;11.17;11.33
mmr;mean_years_in_school_women_15_to_24_years;2.71;2.79;2.87;2.95;3.03;3.12;3.21;3.3;3.39;3.49;3.59;3.68;3.79;3.89;3.99;4.1;4.21;4.32;4.44;4.55;4.67;4.79;4.91;5.04;5.17;5.3;5.43;5.57;5.7;5.84;5.99;6.13;6.28;6.42;6.57;6.73;6.88;7.04;7.19;7.35;7.51;7.67;7.84;8.0;8.17;8.33
mne;mean_years_in_school_women_15_to_24_years;5.5;5.63;5.77;5.9;6.04;6.18;6.32;6.47;6.61;6.76;6.9;7.05;7.2;7.35;7.5;7.66;7.81;7.97;8.12;8.28;8.44;8.6;8.76;8.92;9.08;9.24;9.4;9.57;9.73;9.9;10.06;10.23;10.39;10.56;10.72;10.89;11.06;11.22;11.39;11.55;11.72;11.88;12.04;12.21;12.37;12.53
mng;mean_years_in_school_women_15_to_24_years;4.58;4.7;4.81;4.93;5.05;5.17;5.29;5.42;5.54;5.67;5.79;5.92;6.05;6.18;6.31;6.44;6.58;6.71;6.84;6.98;7.11;7.25;7.39;7.53;7.66;7.8;7.95;8.09;8.24;8.39;8.54;8.69;8.85;9.01;9.17;9.33;9.5;9.67;9.84;10.01;10.18;10.36;10.53;10.71;10.88;11.06
moz;mean_years_in_school_women_15_to_24_years;1.16;1.2;1.24;1.28;1.32;1.37;1.41;1.46;1.51;1.56;1.61;1.67;1.72;1.78;1.84;1.9;1.97;2.03;2.1;2.17;2.25;2.32;2.4;2.48;2.57;2.66;2.75;2.85;2.95;3.05;3.16;3.26;3.37;3.48;3.6;3.71;3.83;3.95;4.07;4.19;4.31;4.44;4.56;4.69;4.81;4.94
mrt;mean_years_in_school_women_15_to_24_years;1.57;1.62;1.67;1.72;1.78;1.83;1.89;1.95;2.01;2.08;2.14;2.21;2.28;2.35;2.42;2.5;2.58;2.65;2.74;2.82;2.9;2.99;3.08;3.17;3.26;3.36;3.45;3.55;3.65;3.75;3.86;3.96;4.07;4.18;4.29;4.41;4.52;4.64;4.76;4.88;5.0;5.13;5.25;5.38;5.51;5.65
mus;mean_years_in_school_women_15_to_24_years;4.31;4.43;4.55;4.68;4.81;4.94;5.08;5.21;5.35;5.49;5.64;5.78;5.93;6.08;6.23;6.39;6.54;6.7;6.86;7.02;7.18;7.35;7.51;7.68;7.84;8.01;8.18;8.34;8.51;8.68;8.85;9.01;9.18;9.35;9.52;9.69;9.85;10.02;10.19;10.36;10.52;10.69;10.85;11.02;11.18;11.34
mwi;mean_years_in_school_women_15_to_24_years;1.79;1.84;1.9;1.97;2.03;2.09;2.16;2.23;2.3;2.37;2.45;2.53;2.61;2.69;2.77;2.86;2.94;3.04;3.13;3.22;3.32;3.42;3.52;3.63;3.73;3.84;3.94;4.05;4.16;4.27;4.38;4.5;4.61;4.73;4.85;4.97;5.09;5.21;5.34;5.46;5.59;5.72;5.85;5.98;6.11;6.24
mys;mean_years_in_school_women_15_to_24_years;5.16;5.31;5.46;5.62;5.78;5.94;6.1;6.26;6.43;6.6;6.78;6.95;7.13;7.31;7.49;7.67;7.85;8.04;8.22;8.41;8.6;8.78;8.97;9.15;9.33;9.51;9.67;9.83;9.99;10.15;10.32;10.48;10.64;10.8;10.96;11.13;11.29;11.45;11.61;11.77;11.93;12.08;12.24;12.4;12.55;12.71
nam;mean_years_in_school_women_15_to_24_years;3.63;3.73;3.84;3.94;4.05;4.16;4.27;4.38;4.5;4.61;4.73;4.85;4.98;5.1;5.23;5.36;5.49;5.62;5.76;5.89;6.03;6.17;6.31;6.46;6.6;6.75;6.9;7.05;7.2;7.35;7.5;7.66;7.82;7.98;8.14;8.3;8.46;8.63;8.79;8.96;9.13;9.29;9.46;9.63;9.8;9.97
ner;mean_years_in_school_women_15_to_24_years;0.49;0.51;0.53;0.54;0.56;0.58;0.6;0.62;0.64;0.66;0.68;0.71;0.73;0.75;0.78;0.8;0.83;0.86;0.89;0.91;0.94;0.98;1.01;1.04;1.07;1.11;1.14;1.18;1.22;1.26;1.3;1.34;1.38;1.43;1.47;1.52;1.57;1.62;1.67;1.72;1.78;1.83;1.89;1.95;2.01;2.07
nga;mean_years_in_school_women_15_to_24_years;2.58;2.66;2.74;2.83;2.91;3.0;3.09;3.19;3.28;3.38;3.48;3.59;3.69;3.8;3.91;4.03;4.14;4.26;4.38;4.5;4.63;4.75;4.88;5.01;5.14;5.28;5.41;5.55;5.69;5.83;5.97;6.11;6.26;6.4;6.55;6.7;6.85;7.0;7.15;7.3;7.45;7.61;7.76;7.92;8.07;8.23
nic;mean_years_in_school_women_15_to_24_years;3.42;3.51;3.61;3.71;3.81;3.91;4.01;4.12;4.23;4.34;4.45;4.56;4.68;4.79;4.91;5.03;5.16;5.28;5.4;5.53;5.66;5.79;5.92;6.05;6.19;6.32;6.46;6.6;6.74;6.88;7.02;7.17;7.32;7.47;7.62;7.78;7.93;8.09;8.25;8.41;8.58;8.74;8.9;9.07;9.24;9.4
nld;mean_years_in_school_women_15_to_24_years;7.77;7.92;8.07;8.22;8.37;8.52;8.67;8.82;8.97;9.12;9.27;9.42;9.56;9.71;9.86;10.0;10.14;10.28;10.42;10.56;10.69;10.82;10.95;11.07;11.2;11.31;11.44;11.58;11.71;11.84;11.98;12.12;12.25;12.39;12.53;12.67;12.82;12.96;13.1;13.24;13.39;13.53;13.67;13.81;13.95;14.09
nor;mean_years_in_school_women_15_to_24_years;7.56;7.72;7.87;8.03;8.18;8.34;8.5;8.66;8.81;8.97;9.13;9.29;9.45;9.62;9.78;9.94;10.1;10.26;10.42;10.58;10.73;10.89;11.05;11.21;11.37;11.52;11.68;11.83;11.99;12.15;12.3;12.46;12.61;12.76;12.92;13.07;13.22;13.37;13.52;13.67;13.82;13.96;14.1;14.24;14.38;14.52
npl;mean_years_in_school_women_15_to_24_years;1.12;1.16;1.21;1.26;1.31;1.36;1.42;1.48;1.54;1.6;1.67;1.74;1.81;1.89;1.97;2.06;2.14;2.24;2.34;2.44;2.55;2.66;2.78;2.91;3.04;3.17;3.3;3.43;3.57;3.7;3.83;3.97;4.1;4.24;4.38;4.52;4.66;4.8;4.94;5.08;5.23;5.37;5.51;5.66;5.8;5.95
nzl;mean_years_in_school_women_15_to_24_years;9.07;9.23;9.38;9.52;9.67;9.81;9.96;10.1;10.24;10.38;10.52;10.65;10.79;10.92;11.05;11.18;11.31;11.44;11.57;11.69;11.81;11.93;12.05;12.16;12.28;12.39;12.51;12.63;12.76;12.88;13.01;13.14;13.27;13.4;13.53;13.66;13.8;13.93;14.07;14.2;14.34;14.47;14.61;14.74;14.87;15.0
omn;mean_years_in_school_women_15_to_24_years;3.46;3.56;3.66;3.77;3.87;3.98;4.09;4.2;4.32;4.43;4.55;4.67;4.8;4.92;5.05;5.18;5.32;5.45;5.59;5.73;5.87;6.01;6.16;6.3;6.45;6.6;6.76;6.91;7.06;7.22;7.38;7.53;7.69;7.86;8.02;8.18;8.35;8.51;8.68;8.84;9.01;9.18;9.35;9.51;9.68;9.85
pak;mean_years_in_school_women_15_to_24_years;1.17;1.21;1.26;1.31;1.36;1.41;1.46;1.52;1.58;1.64;1.7;1.77;1.84;1.91;1.99;2.07;2.15;2.24;2.33;2.43;2.53;2.64;2.75;2.87;2.99;3.12;3.24;3.35;3.47;3.59;3.71;3.83;3.95;4.07;4.19;4.32;4.45;4.58;4.71;4.84;4.97;5.1;5.24;5.37;5.51;5.65
pan;mean_years_in_school_women_15_to_24_years;6.24;6.38;6.52;6.65;6.79;6.93;7.07;7.21;7.35;7.49;7.62;7.76;7.9;8.03;8.17;8.3;8.43;8.56;8.69;8.81;8.93;9.05;9.17;9.28;9.39;9.5;9.62;9.74;9.87;10.0;10.14;10.27;10.41;10.55;10.69;10.84;10.98;11.12;11.27;11.42;11.57;11.72;11.86;12.01;12.16;12.31
per;mean_years_in_school_women_15_to_24_years;5.2;5.33;5.46;5.59;5.73;5.86;5.99;6.12;6.26;6.39;6.53;6.66;6.8;6.94;7.08;7.21;7.35;7.49;7.63;7.77;7.91;8.05;8.19;8.32;8.46;8.6;8.73;8.88;9.02;9.16;9.31;9.45;9.6;9.75;9.9;10.06;10.21;10.37;10.52;10.68;10.84;11.0;11.16;11.32;11.48;11.65
