est;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.4;48.0;46.0;26.0;24.0;6.0;11.0
eth;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1062.0;1400.0;1200.0;990.0;740.0;500.0;420.0
fin;maternal_mortality_ratio_per_100000_live_births;825.3;834.9;867.8;806.6;789.1;842.1;758.0;;1011.0;1132.0;913.0;922.6;965.2;806.8;;780.0;902.9;925.6;;876.7;867.0;864.4;811.2;884.7;877.5;787.6;784.5;905.8;911.0;845.7;843.5;884.0;800.9;1162.0;844.0;923.7;912.5;1000.0;913.7;949.7;897.7;853.6;766.3;869.5;754.8;774.4;875.9;864.5;784.2;702.9;798.0;757.7;874.8;900.7;857.8;1020.0;1029.0;949.5;1092.0;987.7;933.8;852.2;940.8;857.1;861.1;841.0;961.7;961.7;1438.0;962.4;820.4;821.7;;755.6;794.1;;1067.0;902.0;819.6;778.7;874.5;840.7;690.3;705.7;662.9;713.4;840.0;808.8;755.9;657.4;590.8;602.7;560.0;627.1;488.2;555.1;499.7;476.1;424.2;505.9;494.6;459.2;483.5;417.1;452.1;401.9;381.8;400.2;389.6;415.8;372.1;425.3;370.6;393.1;411.1;340.9;364.1;378.8;442.8;400.7;360.0;329.8;303.2;308.7;347.2;293.9;320.0;296.3;300.6;359.2;327.0;300.6;294.2;250.6;236.3;241.6;542.9;503.3;430.3;401.7;476.8;343.9;426.4;412.5;443.1;402.1;266.8;214.5;172.6;155.5;145.8;121.4;125.1;133.2;106.9;104.7;111.4;88.5;99.8;67.3;71.8;54.9;51.6;49.8;42.3;25.7;30.9;20.7;28.5;14.8;11.8;10.8;10.2;9.1;8.7;7.6;8.6;6.1;5.7;5.7;7.2;6.0;5.0;7.0;9.0;6.0;4.0
fji;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;178.3;89.0;79.0;72.0;69.0;62.0;59.0
fra;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.0;12.0;11.0;10.0;9.0;12.0;12.0
fsm;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;378.4;170.0;140.0;130.0;120.0;100.0;96.0
gab;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;403.2;380.0;340.0;330.0;300.0;260.0;240.0
gbr;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;597.4;611.8;577.5;548.0;534.2;520.3;499.7;474.3;409.0;445.4;422.2;472.0;504.2;473.2;436.3;428.4;497.0;544.7;517.6;474.7;441.5;443.0;433.8;490.8;501.3;467.1;494.0;689.4;587.6;467.9;394.1;377.3;389.7;408.6;489.3;512.2;521.8;487.8;512.3;431.5;472.1;480.4;417.1;498.4;529.3;574.9;627.6;532.4;460.2;491.9;459.4;437.3;464.7;474.4;472.7;455.5;422.0;397.2;435.8;419.3;401.7;376.6;391.0;382.0;409.7;416.7;419.1;439.9;441.7;431.3;414.4;420.3;461.6;455.7;422.3;415.6;414.6;414.5;434.6;441.3;440.9;474.7;465.0;472.4;420.0;433.6;452.8;464.2;457.8;421.3;367.4;356.1;340.4;298.6;316.2;276.2;253.7;209.3;196.0;155.5;129.4;111.0;103.0;91.4;76.0;67.0;71.0;65.0;60.6;53.4;46.0;44.3;38.7;39.5;33.8;35.6;28.5;25.9;26.9;26.1;20.9;23.4;18.9;18.0;16.8;15.4;14.4;13.3;13.2;13.0;12.5;11.7;11.7;10.3;10.0;11.0;11.0;12.0;11.0;8.0
geo;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.9;50.0;67.0;60.0;48.0;42.0;41.0
gha;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;731.3;760.0;650.0;570.0;470.0;410.0;380.0
gin;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1140.0;1100.0;1000.0;950.0;800.0;690.0;650.0
gmb;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;898.0;710.0;660.0;580.0;510.0;460.0;430.0
gnb;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1155.0;930.0;790.0;840.0;760.0;600.0;560.0
gnq;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;663.3;1600.0;1300.0;790.0;480.0;330.0;290.0
grc;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.8;6.0;2.0;5.0;3.0;5.0;5.0
grd;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;155.4;34.0;33.0;29.0;25.0;23.0;23.0
gtm;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;188.6;270.0;220.0;160.0;140.0;140.0;140.0
guy;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;216.3;210.0;230.0;240.0;240.0;230.0;250.0
hnd;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;173.6;290.0;200.0;150.0;130.0;120.0;120.0
hrv;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.8;8.0;13.0;11.0;14.0;15.0;13.0
hti;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1122.0;670.0;580.0;510.0;470.0;420.0;380.0
hun;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.8;23.0;23.0;10.0;13.0;21.0;14.0
idn;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;422.6;430.0;360.0;310.0;250.0;210.0;190.0
ind;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;677.5;560.0;460.0;370.0;280.0;220.0;190.0
irl;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;660.0;;;;;;;;;;710.0;;;;;;;;;;660.0;;;;;;618.0;623.0;563.0;562.0;557.0;586.0;496.0;520.0;546.0;531.0;505.0;543.0;536.0;521.0;530.0;574.0;485.0;483.0;471.0;487.0;495.0;566.0;482.0;478.0;469.0;489.0;451.0;493.0;410.0;477.0;431.0;455.0;444.0;468.0;467.0;470.0;361.0;411.0;339.0;367.0;321.0;247.0;225.0;238.0;237.0;201.0;188.0;158.0;181.0;156.0;163.8;142.3;132.7;110.3;113.6;85.6;132.3;102.5;64.8;57.6;45.1;43.7;34.8;46.8;28.3;28.9;22.8;36.1;31.8;29.3;32.5;26.1;24.9;13.6;15.2;11.8;15.0;12.8;12.8;10.6;6.0;4.0;6.0;2.0;10.0;9.0
irn;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101.2;83.0;60.0;44.0;31.0;25.0;23.0
irq;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;241.1;110.0;84.0;71.0;77.0;73.0;67.0
isl;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.4;7.0;7.0;6.0;6.0;5.0;4.0
isr;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.6;12.0;10.0;9.0;7.0;5.0;2.0
ita;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.8;10.0;6.0;4.0;5.0;4.0;4.0
jam;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82.3;98.0;89.0;88.0;85.0;82.0;80.0
jor;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;213.5;86.0;73.0;65.0;58.0;53.0;50.0
jpn;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;260.0;;;;;240.0;;;;;;;168.0;;;176.0;173.0;170.0;181.0;184.0;179.0;170.0;171.0;155.0;146.0;131.0;120.0;112.0;103.0;99.0;88.0;93.0;71.0;68.0;58.0;51.7;46.0;41.3;38.0;34.0;30.0;26.0;23.7;22.0;22.0;19.6;14.0;10.0;10.0;7.0;6.0;6.0
kaz;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61.7;91.0;91.0;71.0;50.0;40.0;26.0
ken;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;494.3;490.0;530.0;570.0;550.0;460.0;400.0
kgz;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70.9;85.0;120.0;100.0;92.0;79.0;75.0
khm;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;499.4;1200.0;860.0;540.0;320.0;200.0;170.0
kir;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;250.0;240.0;200.0;170.0;140.0;130.0
kor;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.2;18.0;18.0;19.0;18.0;21.0;27.0
kwt;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51.2;12.0;10.0;8.0;6.0;13.0;14.0
lao;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1780.0;1100.0;830.0;600.0;410.0;270.0;220.0
lbn;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123.6;64.0;47.0;37.0;26.0;18.0;16.0
lbr;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;645.0;1200.0;1600.0;1100.0;880.0;680.0;640.0
lby;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;147.8;31.0;25.0;21.0;17.0;15.0;15.0
lca;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162.5;60.0;52.0;44.0;39.0;35.0;34.0
lka;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1721.0;1540.0;1627.0;1454.0;1391.0;1484.0;1686.0;1496.0;1534.0;1378.0;903.8;2327.0;2331.0;2029.0;2494.0;2330.0;2298.0;2045.0;2187.0;2270.0;1767.0;2100.0;2029.0;2156.0;1910.0;1850.0;1910.0;1750.0;1918.0;2036.0;2136.0;2080.0;1916.0;1857.0;2012.0;2680.0;2165.0;1992.0;2013.0;1824.0;1607.0;1532.0;1445.0;1335.0;1365.0;1694.0;1552.0;1056.0;826.2;654.6;555.4;577.1;579.8;485.0;456.7;405.2;376.5;370.8;385.5;338.7;302.5;260.9;295.9;245.2;278.5;239.3;221.9;170.5;179.3;153.2;144.9;138.3;130.1;118.9;108.6;99.4;98.0;91.9;86.1;86.1;91.9;49.0;71.0;55.0;41.0;32.0;29.0
lso;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;587.9;720.0;630.0;680.0;670.0;540.0;490.0
ltu;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32.6;34.0;21.0;20.0;11.0;9.0;11.0
lux;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.8;6.0;11.0;11.0;17.0;13.0;11.0
lva;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.8;57.0;58.0;42.0;21.0;29.0;13.0
mar;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;601.1;310.0;240.0;200.0;160.0;130.0;120.0
mda;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58.3;61.0;59.0;39.0;25.0;41.0;21.0
mdg;maternal_mortality_ratio_per_100000_live_births;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490.0;740.0;640.0;550.0;530.0;480.0;440.0
