concept,color,concept_type,description,description_long,domain,drill_up,indicator_url,name,name_catalog,name_short,scales,source,source_long,source_url,tags
broadband_subscribers_per_100_people,,measure,"Fixed broadband subscriptions refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s. This includes cable modem, DSL, fiber-to-the-home/building, other fixed (wired)-broadband subscriptions, satellite broadband and terrestrial fixed wireless broadband. This total is measured irrespective of the method of payment. It excludes subscriptions that have access to data communications (including the Internet) via mobile-cellular networks. It should include fixed WiMAX and any other fixed wireless technologies. It includes both residential subscriptions and subscriptions for organizations.",,,,,Broadband subscribers (per 100 people),Broadband subscribers /100 people,Broadband subscribers,"[""linear"", ""log""]",,,http://data.worldbank.org/indicator/IT.NET.BBND.P2,communication
burns_deaths_per_100000_people,,measure,"Burns, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",,,,,燒傷死亡（每 10 萬人）,燒傷死亡（每 10 萬人）（ 1990 ~,燒傷死亡,"[""linear"", ""log""]",,,www.who.int,injuries_and_accidents
car_deaths_per_100000_people,,measure,"Mortality among drivers and passengers of 4-wheel motorized vehicles, per 100,000. Age adjusted (calculated as if all countries had the same age structure).",,,,,車禍死亡（每 10 萬人）,車禍死亡（每 10 萬人）,車禍死亡,"[""linear"", ""log""]",,,www.who.int,injury_deaths_by_gender_age_road_user
cars_trucks_and_buses_per_1000_persons,,measure,"Registered four-wheel motor vehicles per 1,000 population. Cars, buses, and freight vehicles but  not  two-wheelers.",,,,,"Cars, trucks & buses per 1000 persons","Cars, trucks & buses ‰ people","Cars, trucks & buses","[""linear"", ""log""]",,,http://data.worldbank.org/indicator/IS.VEH.NVEH.P3,traffic
cell_phones_per_100_people,,measure,"Mobile cellular telephone subscriptions are subscriptions to a public mobile telephone service that provide access to the PSTN using cellular technology. The indicator includes (and is split into) the number of postpaid subscriptions, and the number of active prepaid accounts (i.e. that have been used during the last three months). The indicator applies to all mobile cellular subscriptions that offer voice communications. It excludes subscriptions via data cards or USB modems, subscriptions to public mobile data services, private trunked mobile radio, telepoint, radio paging and telemetry services.",,,,,Cell phones (per 100 people),Cell phones /100 people,Cell phones,"[""linear"", ""log""]",,,http://data.worldbank.org/indicator/IT.CEL.SETS.P2,communication
cell_phones_total,,measure,"Mobile cellular telephone subscriptions are subscriptions to a public mobile telephone service that provide access to the PSTN using cellular technology. The indicator includes (and is split into) the number of postpaid subscriptions, and the number of active prepaid accounts (i.e. that have been used during the last three months). The indicator applies to all mobile cellular subscriptions that offer voice communications. It excludes subscriptions via data cards or USB modems, subscriptions to public mobile data services, private trunked mobile radio, telepoint, radio paging and telemetry services.",,,,,Cell phones (total),Cell phones,Cell phones,"[""linear"", ""log""]",,,http://data.worldbank.org/indicator/IT.CEL.SETS,communication
central_bank_discount_rate_annual_percent,,measure,Central bank discount rate (annual %),,,,,Central bank discount rate (annual %),Central bank discount rate,Central bank discount rate,"[""linear"", ""log""]",,,http://data.un.org,economic_situation
cervical_cancer_deaths_per_100000_women,,measure,"Number of deaths due to cervical cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",,,,,"子宮頸癌死亡數, 女性（每 10 萬人）",子宮頸癌死亡數（每 10 萬人）（ 1990 ~,子宮頸癌死亡數（每 10 萬人）,"[""linear"", ""log""]",,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0jPl21g3mqfQ&gid=1,cancer_female
cervical_cancer_new_cases_per_100000_women,,measure,"Number of new cases of cervical cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",,,,,"子宮頸癌病例數, 女性（每 10 萬人）",子宮頸癌病例數（每 10 萬人）（ 1990 ~,子宮頸癌病例數（每 10 萬人）,"[""linear"", ""log""]",,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3XpKHFksEPcA&gid=1,cancer_female
cervical_cancer_number_of_female_deaths,,measure,Total number of female deaths due to cervical cancer during the certain year.,,,,,"子宮頸癌死亡數, 女性",子宮頸癌死亡數（ 1990 ~,子宮頸癌死亡數,"[""linear"", ""log""]",,,http://www-dep.iarc.fr/,cancer_female
cervical_cancer_number_of_new_female_cases,,measure,Total number of new female cases of cervical cancer during the certain year.,,,,,"子宮頸癌病例數, 女性",子宮頸癌病例數（ 1990 ~,子宮頸癌病例數,"[""linear"", ""log""]",,,http://www-dep.iarc.fr/,cancer_female
child_mortality_0_5_year_olds_dying_per_1000_born,,measure,"Death of children under five years of age per 1,000 live births",,,,https://github.com/open-numbers/ddf--gapminder--child_mortality,"兒童死亡率（‰, 每 1,000 出生人數的兒童死亡人數）",兒童死亡率,兒童死亡率（‰）,"[""log"", ""linear""]",,,gapm.io/du5mr,"_root, health"
child_mortality_0_5_year_olds_dying_per_1000_born,,measure,"Death of children under five years of age per 1,000 live births",,,,https://github.com/open-numbers/ddf--gapminder--child_mortality,"兒童死亡率（‰, 每 1,000 出生人數的兒童死亡人數）",兒童死亡率,兒童死亡率（‰）,"[""log"", ""linear""]",,,gapm.io/du5mr,"_root, health"
child_mortality_0_5_year_olds_dying_per_1000_born,,measure,"Death of children under five years of age per 1,000 live births",,,,https://github.com/open-numbers/ddf--gapminder--child_mortality,"兒童死亡率（‰, 每 1,000 出生人數的兒童死亡人數）",兒童死亡率,兒童死亡率（‰）,"[""log"", ""linear""]",,,gapm.io/du5mr,"_root, health"
child_mortality_0_5_year_olds_dying_per_1000_born,,measure,"Death of children under five years of age per 1,000 live births",,,,https://github.com/open-numbers/ddf--gapminder--child_mortality,"兒童死亡率（‰, 每 1,000 出生人數的兒童死亡人數）",兒童死亡率,兒童死亡率（‰）,"[""log"", ""linear""]",,,gapm.io/du5mr,"_root, health"
child_mortality_0_5_year_olds_more_years_version_7,,measure,"Death of children under five years of age per 1,000 live births. More years are included in this indicator.",,,,,"兒童死亡率（‰, 每 1,000 出生人數的兒童死亡人數）, 版本 7, 有更多年數據",兒童死亡率（ 1800 ~,兒童死亡率（‰）,"[""linear"", ""log""]",,,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCcGhBd2NOQVZ1eWowNVpSNjl1c3lRSWc&gid=1,alternative_child_mortality_data
children_and_elderly_per_100_adults,,measure,"The total dependency ratio is the ratio of the sum of the population aged 0-14 and 65+ to the population aged 15-64, multiplied by 100.",,,,,兒童及年長者數（每 100 位成人）,兒童及年長者數,兒童及年長者數,"[""linear"", ""log""]",,,"http://data.un.org/Data.aspx?q=Total+dependency+ratio+(per+cent)&d=PopDiv&f=variableID:42&c=2,4,6,7&s=_crEngNameOrderBy:asc,_timeEngNameOrderBy:desc,_varEngNameOrderBy:asc&v=1",population
children_out_of_school_primary,,measure,Children out of school are the number of primary-school-age children not enrolled in primary or secondary school.,,,,,"Children out of school, primary",Children out of school,Children out of school,"[""linear"", ""log""]",,,http://data.worldbank.org/indicator/SE.PRM.UNER,school_enrolment
children_out_of_school_primary_female,,measure,Children out of school are the number of primary-school-age children not enrolled in primary or secondary school.,,,,,"Girls out of school, primary",Girls out of school,Girls out of school,"[""linear"", ""log""]",,,http://data.worldbank.org/indicator/SE.PRM.UNER.FE,school_enrolment
children_out_of_school_primary_male,,measure,Children out of school are the number of primary-school-age children not enrolled in primary or secondary school.,,,,,"Boys out of school, primary",Boys out of school,Boys out of school,"[""linear"", ""log""]",,,http://data.worldbank.org/indicator/SE.PRM.UNER.MA,school_enrolment
children_per_woman_total_fertility,,measure,Total fertility rate. The number of children that would be born to each woman with prevailing age-specific fertility rates.,,,,https://github.com/open-numbers/ddf--gapminder--fertility_rate_historic,婦女人均嬰兒數,婦女人均嬰兒數（ 1800 ~,婦女人均嬰兒數,"[""linear"", ""log""]",,,gapm.io/dtfr,"_root, newborn_infants"
children_per_woman_total_fertility,,measure,Total fertility rate. The number of children that would be born to each woman with prevailing age-specific fertility rates.,,,,https://github.com/open-numbers/ddf--gapminder--fertility_rate_historic,婦女人均嬰兒數,婦女人均嬰兒數,婦女人均嬰兒數,"[""linear"", ""log""]",,,gapm.io/dtfr,"_root, newborn_infants"
children_per_woman_total_fertility,,measure,Total fertility rate. The number of children that would be born to each woman with prevailing age-specific fertility rates.,,,,https://github.com/open-numbers/ddf--gapminder--fertility_rate_historic,婦女人均嬰兒數,婦女人均嬰兒數（ 1800 ~,婦女人均嬰兒數,"[""linear"", ""log""]",,,gapm.io/dtfr,"_root, newborn_infants"
children_per_woman_total_fertility,,measure,Total fertility rate. The number of children that would be born to each woman with prevailing age-specific fertility rates.,,,,https://github.com/open-numbers/ddf--gapminder--fertility_rate_historic,婦女人均嬰兒數,婦女人均嬰兒數,婦女人均嬰兒數,"[""linear"", ""log""]",,,gapm.io/dtfr,"_root, newborn_infants"
children_per_woman_total_fertility_with_projections,,measure,Total fertility rate. The number of children that would be born to each woman with prevailing age-specific fertility rates. Data after 2010 is based on the medium estimates from UN population division.,,,,,"婦女人均嬰兒數, 包含預測","婦女人均嬰兒數, 包含預測（ 1800 ~","婦女人均嬰兒數, 包含預測","[""linear"", ""log""]",,,http://www.gapminder.org/downloads/documentation/gd008,projections
cholesterol_fat_in_blood_men_mmolperl,,measure,"The mean TC (Total Cholesterol) of the male population, counted in mmol per L; this mean is calculated as if each country has the same age composition as the world population.",,,,,"Fat in blood, men, Cholesterol mmol/L","Fat in blood, men（ 1980 ~","Fat in blood, men","[""linear"", ""log""]",,,http://www.imperial.ac.uk/medicine/globalmetabolics/,risk_factors
cholesterol_fat_in_blood_women_mmolperl,,measure,"The mean TC (Total Cholesterol) of the female population, counted in mmol per L; this mean is calculated as if each country has the same age composition as the world population.",,,,,"Fat in blood, women, Cholesterol mmol/L","Fat in blood, women（ 1980 ~","Fat in blood, women","[""linear"", ""log""]",,,http://www.imperial.ac.uk/medicine/globalmetabolics/,risk_factors
